#timestamp [ns],p_RS_R_x [m],p_RS_R_y [m],p_RS_R_z [m],q_RS_w [],q_RS_x [],q_RS_y [],q_RS_z []
7467190400694,-0.3694170117,0.3390371203,0.8671274781,0.4496573706,-0.7926906838,0.3951511331,0.1153486492
7467223705794,-0.3726054469,0.3461057200,0.8831467451,0.4433543920,-0.7959854576,0.3899158658,0.1334528081
7467256971994,-0.3755376901,0.3530374273,0.8992514666,0.4368791974,-0.7989539769,0.3845287803,0.1514817705
7467290268294,-0.3782135046,0.3598537396,0.9154674673,0.4302210540,-0.8016013226,0.3789809509,0.1694656399
7467323577194,-0.3806249806,0.3665581142,0.9317787077,0.4233858216,-0.8039244063,0.3732772443,0.1873875502
7467356840694,-0.3827627462,0.3731464913,0.9481488213,0.4163884268,-0.8059187226,0.3674301279,0.2052091415
7467390137194,-0.3846268613,0.3796420840,0.9646083757,0.4092153116,-0.8075883451,0.3614282768,0.2229652311
7467423431594,-0.3862102926,0.3860456944,0.9811320305,0.4018767104,-0.8089303822,0.3552802438,0.2406297878
7467456709994,-0.3855742476,0.3859643223,0.9877658636,0.3772422753,-0.8319985333,0.3350432169,0.2306788873
7467489999494,-0.3851168223,0.3862823186,0.9944095210,0.3519777905,-0.8537029275,0.3142471662,0.2203444237
7467523287594,-0.3848590277,0.3869893747,1.0010335997,0.3261341154,-0.8739990394,0.2929339381,0.2096471462
7467556578294,-0.3848202935,0.3880726661,1.0076121045,0.2997507235,-0.8928557679,0.2711360843,0.1986033870
7467589866294,-0.3850186287,0.3895166097,1.0141175045,0.2728753101,-0.9102390326,0.2488930105,0.1872331115
7467623155794,-0.3854704874,0.3913035806,1.0205246179,0.2455488201,-0.9261224468,0.2262386063,0.1755536486
7467656445894,-0.3861906528,0.3934135139,1.0268079042,0.2178170024,-0.9404792524,0.2032107952,0.1635845407
7467689735094,-0.3789877807,0.4099509370,1.0364876815,0.2281319868,-0.9436185903,0.1842862425,0.1535523801
7467723023194,-0.3725889141,0.4264852974,1.0467203526,0.2383154525,-0.9462152355,0.1652563487,0.1434322569
7467756314194,-0.3670102362,0.4429840325,1.0574805208,0.2483627560,-0.9482679628,0.1461297627,0.1332287681
7467789603994,-0.3622674958,0.4594106437,1.0687390191,0.2582668719,-0.9497752971,0.1269198315,0.1229490313
7467822899794,-0.3583729294,0.4757343574,1.0804693513,0.2680242140,-0.9507365795,0.1076334325,0.1125967201
7467856199994,-0.3553382541,0.4919202596,1.0926410429,0.2776286296,-0.9511509547,0.0882825554,0.1021782554
7467889470894,-0.3531747162,0.5079184175,1.1052101851,0.2870650546,-0.9510183786,0.0688979690,0.0917102383
7467922768194,-0.3500381977,0.5233533300,1.1276243530,0.2984691434,-0.9480582302,0.0627851793,0.0903315220
7467956049894,-0.3471913345,0.5382563777,1.1504182281,0.3098147747,-0.9449307543,0.0566640801,0.0889373764
7467989338794,-0.3446303859,0.5526262657,1.1735923188,0.3211077215,-0.9416344291,0.0505315722,0.0875271008
7468022634994,-0.3423536455,0.5664513606,1.1971317076,0.3323459709,-0.9381697216,0.0443887223,0.0861009316
7468055918494,-0.3403603237,0.5797125602,1.2210066851,0.3435207866,-0.9345393703,0.0382403154,0.0846599830
7468089206994,-0.3386469731,0.5924065770,1.2452141006,0.3546361428,-0.9307421488,0.0320841791,0.0832037505
7468122503794,-0.3372111022,0.6045241952,1.2697405815,0.3656911254,-0.9267782570,0.0259207953,0.0817323402
7468155786794,-0.3328392517,0.6144349868,1.2869576219,0.3797451876,-0.9206098174,0.0276029646,0.0866558303
7468189076194,-0.3282614648,0.6238082993,1.3044249444,0.3937021881,-0.9141983361,0.0292782057,0.0915575016
7468222365494,-0.3234772091,0.6326344514,1.3221204219,0.4075557068,-0.9075466806,0.0309457493,0.0964351026
7468255653694,-0.3184854885,0.6409060845,1.3400244842,0.4213016934,-0.9006568114,0.0326051076,0.1012872068
7468288944194,-0.3132848488,0.6486174723,1.3581197232,0.4349379343,-0.8935298221,0.0342560137,0.1061130333
7468322232594,-0.3078752619,0.6557616388,1.3763843027,0.4484590437,-0.8861685251,0.0358978156,0.1109106764
7468355521594,-0.3022558093,0.6623338461,1.3948000669,0.4618625736,-0.8785742731,0.0375302157,0.1156792664
7468388812394,-0.3008245871,0.6677927203,1.4047358373,0.4709101299,-0.8739792631,0.0399721027,0.1131641649
7468422102794,-0.2993626805,0.6730447528,1.4147779030,0.4799033009,-0.8692835745,0.0424093532,0.1106360503
7468455390194,-0.2978722761,0.6780872723,1.4249214853,0.4888403563,-0.8644881305,0.0448414967,0.1080954136
7468488680894,-0.2963551727,0.6829190335,1.4351644797,0.4977219565,-0.8595925750,0.0472687132,0.1055420666
7468521971194,-0.2948136289,0.6875373723,1.4455016894,0.5065460835,-0.8545980032,0.0496904524,0.1029765856
7468555287194,-0.2932485159,0.6919436622,1.4559372060,0.5153185716,-0.8495009628,0.0521083273,0.1003972416
7468588548294,-0.2916657627,0.6961256266,1.4664415121,0.5240172654,-0.8443145010,0.0545162177,0.0978105871
7468621836894,-0.2995459742,0.6931459422,1.4668262793,0.5171478912,-0.8486495745,0.0534307197,0.0974531504
7468655154194,-0.3074239165,0.6901442817,1.4672446688,0.5102377522,-0.8529312083,0.0523406861,0.0970888398
7468688416094,-0.3152797140,0.6871288080,1.4676959057,0.5033047971,-0.8571483756,0.0512489458,0.0967186071
7468721705794,-0.3231330292,0.6840925698,1.4681813898,0.4963321936,-0.8613114127,0.0501528459,0.0963415593
7468755001294,-0.3309786625,0.6810381192,1.4687011550,0.4893249676,-0.8654172008,0.0490531792,0.0959579612
7468788284494,-0.3388123577,0.6779676997,1.4692552030,0.4822874093,-0.8694632488,0.0479506186,0.0955680489
7468821573094,-0.3466382921,0.6748802662,1.4698441029,0.4752162602,-0.8734514542,0.0468446529,0.0951716434
7468854871494,-0.3529362575,0.6761015221,1.4715502795,0.4767583021,-0.8736154804,0.0369003697,0.0901990932
7468888154394,-0.3592760725,0.6772375519,1.4731446579,0.4782395872,-0.8736694143,0.0269560684,0.0852174986
7468921441294,-0.3656583382,0.6782889725,1.4746271023,0.4796608279,-0.8736133377,0.0170071776,0.0802245742
7468954732294,-0.3720799775,0.6792557066,1.4759965053,0.4810218275,-0.8734472172,0.0070549192,0.0752209302
7468988020194,-0.3785364724,0.6801375343,1.4772515515,0.4823221175,-0.8731711048,-0.0028973010,0.0702082782
7469021310294,-0.3850257005,0.6809346352,1.4783914889,0.4835617435,-0.8727849958,-0.0128498140,0.0651864521
7469054599194,-0.3915438354,0.6816470027,1.4794152975,0.4847404202,-0.8722889733,-0.0228003498,0.0601565967
7469087888494,-0.3929730768,0.6931285586,1.4768472686,0.4977450148,-0.8650699204,-0.0242503317,0.0575834567
7469121178694,-0.3943778930,0.7046840397,1.4746182391,0.5106354960,-0.8576517348,-0.0256947760,0.0549970048
7469154469294,-0.3957596874,0.7163030495,1.4727304217,0.5234086991,-0.8500362222,-0.0271333285,0.0523978740
7469187756594,-0.3971197563,0.7279740045,1.4711858265,0.5360602828,-0.8422260058,-0.0285654994,0.0497869524
7469221046894,-0.3984598243,0.7396887793,1.4699856862,0.5485897335,-0.8342214064,-0.0299912304,0.0471643463
7469254337494,-0.3997812653,0.7514360565,1.4691313621,0.5609931354,-0.8260248850,-0.0314100770,0.0445308701
7469287628494,-0.4010855854,0.7632054687,1.4686237574,0.5732676692,-0.8176382962,-0.0328217169,0.0418871210
7469320915094,-0.4091278294,0.7766513646,1.4664333680,0.5843989377,-0.8090039486,-0.0381755608,0.0503301046
7469354203194,-0.4174305452,0.7900052047,1.4646926694,0.5953563085,-0.8001277850,-0.0435182533,0.0587584489
7469387502394,-0.4259903390,0.8032535414,1.4634009246,0.6061395706,-0.7910097590,-0.0488497334,0.0671720593
7469420783694,-0.4347934433,0.8163677673,1.4625580949,0.6167361709,-0.7816606047,-0.0541637717,0.0755611038
7469454071994,-0.4438397912,0.8293408044,1.4621617682,0.6271509633,-0.7720762336,-0.0594627648,0.0839293650
7469487367794,-0.4531228540,0.8421559660,1.4622101352,0.6373808748,-0.7622592108,-0.0647451999,0.0922744554
7469520653194,-0.4626305103,0.8547897935,1.4627004862,0.6474173778,-0.7522177731,-0.0700066633,0.1005894020
7469553939694,-0.4756292051,0.8643157064,1.4577343833,0.6437023627,-0.7555727653,-0.0745951542,0.0958781920
7469587236294,-0.4885695607,0.8737879001,1.4525028828,0.6399422308,-0.7588771409,-0.0791799396,0.0911590004
7469620519794,-0.5014387643,0.8831976546,1.4470110596,0.6361398651,-0.7621283790,-0.0837575126,0.0864354385
7469653807894,-0.5142398982,0.8925478849,1.4412575596,0.6322935198,-0.7653280063,-0.0883299969,0.0817053195
7469687098394,-0.5269683263,0.9018358583,1.4352442181,0.6284036983,-0.7684755763,-0.0928967760,0.0769692773
7469720403594,-0.5396249431,0.9110628780,1.4289702232,0.6244691960,-0.7715719964,-0.0974592203,0.0722258815
7469753676794,-0.5521883368,0.9202139974,1.4224462509,0.6204958319,-0.7746127545,-0.1020106261,0.0674821112
7469786966494,-0.5685606300,0.9289762479,1.4195072669,0.6177403168,-0.7763188006,-0.1015344644,0.0735987326
7469820255194,-0.5850190832,0.9376030540,1.4166536821,0.6149551457,-0.7779874226,-0.1010534290,0.0797116271
7469853545394,-0.6015632051,0.9460951344,1.4138871202,0.6121402430,-0.7796186647,-0.1005675068,0.0858209594
7469886833494,-0.6181894589,0.9544516743,1.4112096972,0.6092960494,-0.7812122730,-0.1000767739,0.0919257750
7469920122994,-0.6348978287,0.9626736825,1.4086229310,0.6064224036,-0.7827683394,-0.0995812026,0.0980264218
7469953413294,-0.6516862441,0.9707611492,1.4061286620,0.6035194929,-0.7842867573,-0.0990808251,0.1041224958
7469986737294,-0.6685696244,0.9787220359,1.4037263393,0.6005845431,-0.7857688954,-0.0985751635,0.1102197202
7470019993894,-0.6796957149,0.9859837317,1.4059929614,0.6119857578,-0.7775070151,-0.0920282624,0.1117455710
7470053281394,-0.6907289912,0.9932919682,1.4086109560,0.6232483776,-0.7690479216,-0.0854528444,0.1132455985
7470086571094,-0.7016544541,1.0006303951,1.4115779762,0.6343597231,-0.7604006880,-0.0788561489,0.1147181031
7470119866994,-0.7124681450,1.0079897605,1.4148935593,0.6453183608,-0.7515663143,-0.0722389848,0.1161628918
7470153150094,-0.7231588104,1.0153557004,1.4185544195,0.6561154112,-0.7425520510,-0.0656067474,0.1175787964
7470186438294,-0.7337272404,1.0227220051,1.4225607768,0.6667541021,-0.7333553125,-0.0589574935,0.1189662428
7470219735494,-0.7441697121,1.0300793648,1.4269113541,0.6772329823,-0.7239771502,-0.0522920565,0.1203250366
7470253016694,-0.7499809576,1.0351973534,1.4283618257,0.6759360540,-0.7249369814,-0.0539593227,0.1211000220
7470286306294,-0.7558146196,1.0402993409,1.4297893047,0.6746347523,-0.7258927155,-0.0556266867,0.1218744780
7470319602794,-0.7616703506,1.0453849419,1.4311937288,0.6733291407,-0.7268443006,-0.0572940631,0.1226483647
7470352887394,-0.7675447402,1.0504511457,1.4325743291,0.6720199652,-0.7277911947,-0.0589605007,0.1234212407
7470386174294,-0.7734401857,1.0554999786,1.4339317240,0.6707066769,-0.7287337980,-0.0606267005,0.1241934313
7470419464394,-0.7793567512,1.0605314303,1.4352659644,0.6693892470,-0.7296721294,-0.0622926976,0.1249649526
7470452755094,-0.7852938771,1.0655449629,1.4365769625,0.6680677858,-0.7306061090,-0.0639583517,0.1257357397
7470486044294,-0.7865127456,1.0744216394,1.4412797017,0.6803185859,-0.7201732132,-0.0575672697,0.1233011524
7470519333094,-0.7875608296,1.0831665282,1.4462619463,0.6923612687,-0.7095202893,-0.0511586664,0.1208289017
7470552621094,-0.7884375540,1.0917686265,1.4515178629,0.7041920197,-0.6986507337,-0.0447345788,0.1183197752
7470585912794,-0.7891426528,1.1002183460,1.4570421037,0.7158087933,-0.6875663719,-0.0382961005,0.1157741960
7470619200394,-0.7896758113,1.1085031663,1.4628269490,0.7272053207,-0.6762731928,-0.0318467084,0.1131935392
7470652489394,-0.7900371965,1.1166141329,1.4688665825,0.7383800277,-0.6647728086,-0.0253873098,0.1105781718
7470685780094,-0.7902270555,1.1245411634,1.4751540422,0.7493295676,-0.6530686026,-0.0189198200,0.1079288647
7470719068994,-0.7911958576,1.1403348119,1.4759237557,0.7534841320,-0.6482883678,-0.0200233676,0.1076239741
7470752361194,-0.7921697477,1.1561185839,1.4768954603,0.7576078929,-0.6434808018,-0.0211261951,0.1073145945
7470785648094,-0.7931486446,1.1718858106,1.4780687189,0.7616996171,-0.6386473481,-0.0222279720,0.1070008192
7470818937594,-0.7941329498,1.1876376456,1.4794435841,0.7657601100,-0.6337870630,-0.0233289143,0.1066825873
7470852237994,-0.7951230812,1.2033754169,1.4810202864,0.7697901966,-0.6288989200,-0.0244292501,0.1063598298
7470885515594,-0.7961182017,1.2190806249,1.4827968542,0.7737856484,-0.6239880825,-0.0255278211,0.1060328892
7470918804594,-0.7971194983,1.2347668409,1.4847747087,0.7777504227,-0.6190497201,-0.0266257111,0.1057014452
7470952101294,-0.7954219624,1.2555485442,1.4883813097,0.7796806753,-0.6156095272,-0.0353553562,0.1089630823
7470985383294,-0.7940825700,1.2763099277,1.4921949831,0.7815302848,-0.6121078529,-0.0440775292,0.1122121285
7471018672494,-0.7931018884,1.2970571003,1.4962149075,0.7833003059,-0.6085427726,-0.0527970778,0.1154503928
7471051969194,-0.7924815701,1.3177826847,1.5004379094,0.7849905204,-0.6049145779,-0.0615131846,0.1186775651
7471085252094,-0.7922231844,1.3384658927,1.5048578032,0.7865996967,-0.6012259786,-0.0702193838,0.1218912543
7471118540694,-0.7923275751,1.3591113307,1.5094735974,0.7881286424,-0.5974752138,-0.0789198872,0.1250930186
7471151831394,-0.7927958369,1.3797092438,1.5142812729,0.7895770072,-0.5936630515,-0.0876128607,0.1282821797
7471185121394,-0.7939901185,1.3964535943,1.5160896480,0.7924381036,-0.5854135683,-0.1027223756,0.1370434951
7471218408894,-0.7957481646,1.4131119964,1.5181953318,0.7949968642,-0.5769415127,-0.1177915925,0.1457519042
7471251699594,-0.7980703370,1.4296634675,1.5205907669,0.7972527419,-0.5682486575,-0.1328173445,0.1544055758
7471284987594,-0.8009554198,1.4460814070,1.5232671669,0.7992044700,-0.5593398524,-0.1477912390,0.1629996758
7471318301294,-0.8044047799,1.4623561892,1.5262182976,0.8008526535,-0.5502106736,-0.1627202817,0.1715381941
7471351566294,-0.8084076016,1.4784284190,1.5294280799,0.8021932996,-0.5408852061,-0.1775655058,0.1799988750
7471384855594,-0.8129686713,1.4943106174,1.5328936577,0.8032291748,-0.5313467728,-0.1923538952,0.1883971304
7471418146594,-0.8170771268,1.5106992807,1.5324042025,0.8049789676,-0.5276276115,-0.1852385253,0.1982540138
7471451435394,-0.8213436357,1.5270495685,1.5320374779,0.8065960936,-0.5238218145,-0.1780931235,0.2080776005
7471484726894,-0.8257654979,1.5433623000,1.5317971382,0.8080805213,-0.5199294465,-0.1709178139,0.2178677180
7471518014394,-0.8303383814,1.5596326337,1.5316868459,0.8094317156,-0.5159519368,-0.1637152239,0.2276207860
7471551305294,-0.8350597650,1.5758626533,1.5317101091,0.8106497578,-0.5118890583,-0.1564849390,0.2373373676
7471584597694,-0.8399257808,1.5920499163,1.5318704047,0.8117343484,-0.5077416934,-0.1492285567,0.2470152997
7471617882694,-0.8449313641,1.6081886292,1.5321710110,0.8126850543,-0.5035116560,-0.1419492183,0.2566504123
7471651170894,-0.8564781111,1.6263158317,1.5314126182,0.8152183572,-0.5121826614,-0.1279595989,0.2381476277
7471684466794,-0.8671460800,1.6449679590,1.5304103545,0.8172469071,-0.5205381795,-0.1138874244,0.2194929407
7471717750494,-0.8769053188,1.6640876198,1.5291578312,0.8187683376,-0.5285681048,-0.0997498389,0.2007090870
7471751038594,-0.8857395004,1.6836368694,1.5276480959,0.8197826424,-0.5362715791,-0.0855485777,0.1817983870
7471784335794,-0.8936300824,1.7035703313,1.5258749973,0.8202890275,-0.5436447150,-0.0712904022,0.1627698185
7471817619394,-0.9005550041,1.7238250279,1.5238346699,0.8202869367,-0.5506779860,-0.0569938759,0.1436481648
7471850906994,-0.9065038562,1.7443614006,1.5215216875,0.8197765904,-0.5573708982,-0.0426603181,0.1244352081
7471884197694,-0.9225627747,1.7678501831,1.5171668496,0.8021138484,-0.5816738794,-0.0565578104,0.1227602801
7471917487594,-0.9388017105,1.7908003082,1.5109922812,0.7835703979,-0.6053373001,-0.0703928394,0.1209505384
7471950775094,-0.9551527868,1.8131074976,1.5030268080,0.7641676246,-0.6283341243,-0.0841495531,0.1190080774
7471984065694,-0.9715511338,1.8346749704,1.4933051961,0.7439236105,-0.6506428673,-0.0978151096,0.1169347058
7472017376094,-0.9879371713,1.8554154818,1.4818646583,0.7228495967,-0.6722494747,-0.1113812405,0.1147315286
7472050644294,-1.0042127877,1.8751978339,1.4687795517,0.7010087524,-0.6930907476,-0.1248079208,0.1124051933
7472083934294,-1.0203421116,1.8939715624,1.4540848732,0.6783837908,-0.7131845569,-0.1381063387,0.1099538968
7472117222094,-1.0337422263,1.9157995390,1.4534237506,0.6725718599,-0.7085769493,-0.1573351624,0.1442617305
7472150512194,-1.0487862346,1.9365354889,1.4529241628,0.6656821013,-0.7028339189,-0.1763132710,0.1783408334
7472183814994,-1.0653874026,1.9560641067,1.4526300751,0.6577226795,-0.6959621111,-0.1950159994,0.2121470640
7472217093394,-1.0834240386,1.9742511317,1.4525843587,0.6487157655,-0.6879807754,-0.2133927206,0.2455887926
7472250380794,-1.1028015860,1.9910110934,1.4528278581,0.6386674800,-0.6788954615,-0.2314326545,0.2786462431
7472283669794,-1.1233961550,2.0062441022,1.4533998701,0.6275956555,-0.6687222152,-0.2491027322,0.3112589291
7472316964994,-1.1450829506,2.0198659897,1.4543377161,0.6155161442,-0.6574755504,-0.2663769502,0.3433789413
7472350248994,-1.1544348092,2.0418123748,1.4522195643,0.5982867735,-0.6576363372,-0.2937388552,0.3511194520
7472383538494,-1.1649511223,2.0631737861,1.4495976496,0.5803930070,-0.6570699755,-0.3207804811,0.3584729942
7472416833794,-1.1765797971,2.0838807176,1.4464394888,0.5618541393,-0.6557767165,-0.3474719948,0.3654313028
7472450116794,-1.1892565239,2.1038556487,1.4427171354,0.5427009294,-0.6537589055,-0.3737694851,0.3719830194
7472483405694,-1.2029256101,2.1230464528,1.4384013950,0.5229442644,-0.6510178797,-0.3996583607,0.3781245976
7472516702294,-1.2175216720,2.1413938830,1.4334669591,0.5026045631,-0.6475560801,-0.4251111302,0.3838493236
7472549983894,-1.2329636812,2.1588296890,1.4278954268,0.4817183637,-0.6433799298,-0.4500824533,0.3891471047
7472583273594,-1.2387760129,2.1917410085,1.4328393873,0.4970434060,-0.6448462555,-0.4347652888,0.3848380219
7472616564094,-1.2432512275,2.2247909698,1.4382345948,0.5121251615,-0.6459965072,-0.4192346306,0.3803401846
7472649903394,-1.2463790862,2.2579730104,1.4440614988,0.5269774183,-0.6468310715,-0.4034752431,0.3756488969
7472683141694,-1.2481377141,2.2910833894,1.4502638798,0.5415267744,-0.6473465354,-0.3875661211,0.3707879684
7472716431894,-1.2485298751,2.3242198018,1.4568395598,0.5558335924,-0.6475457186,-0.3714423229,0.3657378305
7472749721594,-1.2475461238,2.3572755134,1.4637484713,0.5698677291,-0.6474274755,-0.3551366878,0.3605084858
7472783010494,-1.2451835871,2.3901958466,1.4709593058,0.5836221947,-0.6469918836,-0.3386573661,0.3551025552
7472816303294,-1.2532638507,2.4189671037,1.4689584939,0.5979984552,-0.6481113048,-0.3246965288,0.3419382231
7472849588394,-1.2600711555,2.4480904860,1.4674910046,0.6120269832,-0.6488571972,-0.3105519158,0.3285800010
7472882879694,-1.2655895981,2.4775126121,1.4665509958,0.6257055785,-0.6492294680,-0.2962257816,0.3150300195
7472916167694,-1.2698015768,2.5071589365,1.4661323964,0.6390224137,-0.6492277476,-0.2817304421,0.3012999245
7472949459594,-1.2726951149,2.5369691536,1.4662275193,0.6519726873,-0.6488520266,-0.2670711083,0.2873946515
7472982747694,-1.2742597247,2.5668692854,1.4668275518,0.6645459436,-0.6481026066,-0.2522596131,0.2733254246
7473016036994,-1.2744890451,2.5967965126,1.4679225683,0.6767368725,-0.6469798505,-0.2373022818,0.2590982544
