kf_id,score,node_score_graph,node_score_loop,img_bbox_coverage,total_observed_lms_score,time_score
7509135020094,0.671583,0.6,0.8,0.468807,0.904762,0.4375
7508901989394,0.628126,0.9,0,0.4655,0.88764,0.440476
7508668962994,0.634486,1,0,0.28602,0.807692,0.443452
7508202943294,0.440773,0.1,0.5,0.688193,0.935065,0.449404
7576246406794,0.590265,1,0,0.128169,0.677419,0.419643
7507736862294,0.297912,0,0,0.68636,0.918699,0.455357
7507503835194,0.434443,0,0.75,0.528952,0.928571,0.458333
7507270809894,0.424631,0,0.666667,0.585895,0.932886,0.46131
7507037789594,0.294567,0,0,0.621248,0.93007,0.464286
7505639629194,0.409395,0,0.666667,0.450888,0.913793,0.482143
7556905276094,0.257044,0,0,0.527693,0.935065,0.172619
7574382202394,0.638256,1,0,0.331552,0.827586,0.395833
7506571731994,0.297315,0,0,0.651062,0.925926,0.470238
7523815632694,0.626832,1,0,0.357306,0.830508,0.25
7519155117594,0.648918,1,0,0.557013,0.811321,0.309524
7556206205894,0.749528,1,0.5,0.463173,0.934211,0.163691
7619356155094,0.497024,1,0,0,0,0.970238
7549448454794,0.555115,0.8,0,0.517667,0.878049,0.0773809
7511931323294,0.659725,0.7,0.5,0.582381,0.906542,0.401786
7621220361194,0.499405,1,0,0,0,0.994048
7551312660894,0.549178,0.8,0,0.464558,0.863014,0.10119
7504940553094,0.371781,0.2,0,0.615418,0.90566,0.491071
7503076349594,0.566901,1,0,0.0632236,0.545455,0.514881
7613064461894,0.613974,0.7,0,0.644038,0.902913,0.889881
7471151831394,0.488763,0.4,0,0.621417,0.871795,0.922619
7483036140694,0.540549,1,0,0.0632289,0.285714,0.770833
7553642916294,0.297122,0.1,0,0.586251,0.927007,0.130952
7510300143894,0.614631,0.8,0,0.71061,0.906542,0.422619
7502377270794,0.590793,1,0,0.253689,0.565217,0.52381
7508435938294,0.418844,0.1,0.5,0.481871,0.93007,0.446429
7512397373994,0.708737,0.9,0.5,0.369319,0.861111,0.395833
7467423431594,0.694201,0.9,0,0.607065,0.882353,0.970238
7502144244194,0.625326,1,0,0.181018,0.772727,0.526786
7505406604894,0.28824,0,0,0.569698,0.913793,0.485119
7542923742194,0.644249,0.8,0.5,0.418354,0.909091,0.00595236
7500513064894,0.601381,0.5,0.666667,0.350251,0.891304,0.547619
7587431639694,0.659432,1,0,0.476266,0.777778,0.5625
7509601065394,0.551918,0.7,0,0.489652,0.89899,0.431548
7590693997794,0.5737,1,0,0.0419224,0.545455,0.604167
7513096450494,0.714182,0.9,0.5,0.408079,0.873418,0.386905
7521485380594,0.603231,1,0,0.160707,0.795918,0.279762
7543855838794,0.606674,1,0,0.515334,0.772727,0.00595236
7499580962194,0.648039,1,0,0.32903,0.795918,0.559524
7511232251894,0.735558,0.9,0.5,0.55992,0.892473,0.410714
7593723331594,0.607498,1,0,0.14641,0.642857,0.642857
7561099739894,0.373191,0,0.5,0.617454,0.944134,0.22619
7590227946694,0.630048,1,0,0.202266,0.75,0.598214
7498182831994,0.647467,1,0,0.322826,0.787234,0.577381
7515426708594,0.597722,0.9,0,0.332574,0.84375,0.357143
7497716761494,0.624208,1,0,0.134939,0.761905,0.583333
7497483730894,0.614575,1,0,0.18444,0.6875,0.58631
7572517996394,0.596742,0.6,0.5,0.385871,0.904762,0.372024
7520320255094,0.652994,1,0,0.605669,0.814815,0.294643
7497017679594,0.603702,1,0,0.185499,0.62963,0.592262
7493289269894,0.590209,0.5,0.5,0.481988,0.89011,0.639881
7521019324394,0.62069,1,0,0.321185,0.8,0.285714
7603976461394,0.659572,0.6,0.5,0.575755,0.923077,0.773809
7582072047894,0.609608,1,0,0.227029,0.6875,0.494048
7513329499594,0.624054,0.9,0,0.52328,0.866667,0.383928
7496784661294,0.608762,1,0,0.206664,0.642857,0.595238
7504008457494,0.598651,1,0,0.316868,0.583333,0.502976
7578809692894,0.560547,1,0,0.205717,0.473684,0.452381
7574615233094,0.642082,1,0,0.355347,0.833333,0.39881
7499813988694,0.62724,1,0,0.150635,0.782609,0.556548
7521718402194,0.619184,1,0,0.349835,0.782609,0.276786
7496318603894,0.628426,1,0,0.349736,0.666667,0.601191
7502610295694,0.628338,1,0,0.407708,0.677419,0.520833
7540360453594,0.447952,0.5,0,0.624314,0.908257,0.0386905
7489327833194,0.630854,0.9,0,0.299751,0.859155,0.690476
7489793885094,0.670715,0.6,0.666667,0.467866,0.910714,0.684524
7554108976394,0.262867,0,0,0.633612,0.929078,0.136905
7476977471894,0.645469,0.8,0,0.596948,0.904762,0.848214
7493056243394,0.705797,0.8,0.5,0.478272,0.868421,0.642857
7479307728994,0.523889,0.3,0.5,0.470436,0.875,0.818452
7477676550094,0.676393,1,0,0.275522,0.824561,0.839286
7552710815594,0.520971,0.4,0.5,0.62672,0.931973,0.119048
7509368040794,0.542385,0.7,0,0.442487,0.873418,0.434524
7487463627294,0.617718,1,0,0.129563,0.666667,0.714286
7495619526894,0.616757,1,0,0.247102,0.655172,0.610119
7475113267794,0.708588,0.7,0.5,0.589295,0.912281,0.872024
7512630399194,0.739979,0.9,0.5,0.604956,0.90099,0.392857
7510533169294,0.747119,0.9,0.5,0.636735,0.907407,0.419643
7495852558294,0.61687,1,0,0.251212,0.655172,0.607143
7474880241194,0.717624,0.7,0.5,0.688157,0.906542,0.875
7516358815394,0.786076,1,0.666667,0.423154,0.879518,0.345238
7562497892194,0.563413,1,0,0.259649,0.565217,0.244048
7514494605694,0.618957,0.6,0.5,0.585812,0.917355,0.369048
7501911226294,0.647468,0.6,0.666667,0.398503,0.906542,0.529762
7473715113794,0.692806,1,0,0.408545,0.814815,0.889881
7490725993194,0.6089,0.8,0,0.436166,0.89011,0.672619
7596519640794,0.655132,1,0,0.307535,0.782609,0.678571
7528709170394,0.670567,0.7,0.666667,0.554332,0.915254,0.1875
7568090507994,0.63147,1,0,0.316686,0.84127,0.315476
7483502197494,0.677818,1,0,0.413296,0.8,0.764881
7496085576894,0.616245,1,0,0.247936,0.655172,0.604167
7484900345794,0.659094,1,0,0.278703,0.782609,0.747024
7505872655794,0.382826,0,0.5,0.518587,0.915254,0.479167
7524747734894,0.571999,0.8,0,0.541634,0.87013,0.238095
7572751021694,0.671695,0.8,0.5,0.36417,0.888889,0.375
7573217074694,0.628906,1,0,0.308105,0.8,0.380952
7476045371494,0.728591,0.7,0.666667,0.512238,0.89011,0.860119
7574149175394,0.694644,0.9,0.5,0.227559,0.863014,0.392857
7519388149194,0.580218,0.8,0,0.552046,0.871795,0.306548
7513795561694,0.642247,1,0,0.42185,0.811321,0.377976
7478841677494,0.454209,0.4,0,0.332736,0.892473,0.824405
7476744447594,0.775949,0.7,0.8,0.67223,0.918033,0.851191
7528010094494,0.529284,0.7,0,0.50049,0.897959,0.196429
7480472862794,0.491983,0.5,0,0.32902,0.893617,0.803571
7586499536294,0.777115,1,0.5,0.480299,0.87013,0.550595
7506105686494,0.278939,0,0,0.484142,0.91453,0.476191
7536632044294,0.493027,0.4,0.5,0.425777,0.909091,0.0863096
7619822208894,0.688682,1,0,0.318791,0.795918,0.97619
7576013381894,0.574872,1,0,0.132054,0.6,0.416667
7473016036994,0.708957,1,0,0.489268,0.850746,0.89881
7516591837494,0.740217,1,0.5,0.309906,0.875,0.342262
7472783010494,0.77421,0.9,0.5,0.503468,0.868421,0.901786
7547817275994,0.583907,1,0,0.407519,0.6875,0.0565475
7488861781994,0.646483,0.9,0,0.412304,0.878049,0.696429
7468821573094,0.416139,0.2,0,0.567739,0.920635,0.952381
7522883531294,0.57001,0.8,0,0.476285,0.880952,0.261905
7491425086494,0.706702,1,0,0.693184,0.855072,0.66369
7467656445894,0.672766,0.9,0,0.472894,0.84375,0.967262
7542690711394,0.538395,0.8,0,0.407583,0.883721,0.0089286
7466491318694,0.774352,0.9,0.5,0.44709,0.857143,0.982143
7473948138094,0.803098,1,0.5,0.414348,0.864865,0.886905
7506804757594,0.388178,0,0.5,0.568363,0.923077,0.467262
7514960657194,0.649478,0.7,0.5,0.551461,0.89011,0.363095
7524048658194,0.649065,1,0,0.56621,0.83871,0.247024
7478142601294,0.628749,0.5,0.5,0.631145,0.911504,0.833333
7573916155894,0.540413,0.8,0,0.112753,0.850746,0.389881
7525679836994,0.731396,1,0.5,0.328729,0.879518,0.226191
7467190400694,0.66093,0.8,0,0.642269,0.896907,0.973214
7471850906994,0.679174,0.9,0,0.581084,0.848485,0.913691
7511465272294,0.753655,1,0.5,0.353535,0.88764,0.407738
7535466915694,0.57439,1,0,0.248768,0.69697,0.101191
7468588548294,0.464196,0.3,0,0.63812,0.924242,0.955357
7473249069694,0.698116,1,0,0.529774,0.777778,0.895833
7607937899394,0.375674,0.1,0,0.689817,0.92126,0.824405
7514028555694,0.628107,0.7,0.5,0.362481,0.871795,0.375
7469520653194,0.332096,0,0,0.557686,0.90991,0.943452
7552011738094,0.675052,0.8,0.5,0.614312,0.913043,0.110119
7579508766394,0.601405,1,0,0.32197,0.615385,0.46131
7484667320894,0.661216,1,0,0.287688,0.787234,0.75
7575314305394,0.606466,1,0,0.456925,0.6,0.407738
7485366396794,0.648307,1,0,0.348064,0.69697,0.741071
7585334429294,0.605096,1,0,0.0280647,0.74359,0.535715
7544321889694,0.547351,1,0,0.294939,0.583333,0.0119047
7466258291294,0.706432,1,0,0.513981,0.782609,0.985119
7466025264894,0.691166,1,0,0.449877,0.736842,0.988095
7504474536794,0.64498,1,0,0.452772,0.75,0.497023
7523582606794,0.622752,1,0,0.351905,0.811321,0.252976
7545487020294,0.553041,0.5,0.5,0.640607,0.931507,0.0267856
7552943839694,0.443882,0.2,0.5,0.653784,0.931507,0.122024
7581839028394,0.61778,1,0,0.213043,0.736842,0.491071
7466957369294,0.695246,0.9,0,0.61156,0.882353,0.976191
7469054599194,0.427207,0.2,0,0.692158,0.915254,0.949405
7482570099394,0.507601,0.5,0,0.507561,0.895833,0.776786
7584868362694,0.617854,0.9,0,0.351807,0.848485,0.529762
7518456042094,0.6075,0.9,0,0.489882,0.833333,0.318452
7568556564894,0.639736,1,0,0.426808,0.824561,0.321429
7485133370694,0.636857,1,0,0.180075,0.722222,0.744048
7585567434594,0.721806,0.9,0.5,0.329373,0.875,0.53869
7587664664494,0.654051,1,0,0.383199,0.795918,0.565476
7500280039994,0.603546,1,0,0.0909207,0.69697,0.550595
7491891148794,0.676715,0.7,0.5,0.522177,0.893617,0.657738
7614462617094,0.812529,1,0.5,0.487824,0.864865,0.907738
7520553273394,0.767903,1,0.5,0.62833,0.879518,0.291667
7573450100094,0.644746,1,0,0.414408,0.824561,0.383929
7575547329994,0.582159,1,0,0.244205,0.583333,0.410714
7469753676794,0.340747,0,0,0.632282,0.917355,0.940476
7518223015594,0.650508,1,0,0.473507,0.855072,0.321429
7470452755094,0.408321,0.2,0,0.54214,0.904762,0.931548
7474181164794,0.716515,1,0,0.525128,0.878049,0.883929
7620521285194,0.498512,1,0,0,0,0.985119
7472316964994,0.662037,0.9,0,0.420329,0.846154,0.907738
7470918804594,0.588578,0.4,0.5,0.598281,0.880952,0.925595
7483735217494,0.646923,0.9,0,0.393036,0.857143,0.761905
7492823223194,0.688498,0.7,0.5,0.627827,0.90566,0.645833
7474647217594,0.61831,0.8,0,0.346085,0.879518,0.877976
7491658096994,0.609333,0.8,0,0.479526,0.876543,0.660714
7504241476294,0.511462,1,0,0.0431959,0.285714,0.5
7556439229194,0.571888,0.8,0,0.487353,0.932432,0.166667
7520087252794,0.614863,1,0,0.259172,0.795918,0.297619
7552477788394,0.559438,0.5,0.5,0.629827,0.924242,0.116071
7563896080294,0.569952,0.8,0,0.46489,0.886364,0.261905
7500746089994,0.66757,0.6,0.75,0.409629,0.910714,0.544643
7512164353994,0.685157,0.7,0.666667,0.527759,0.895833,0.39881
7479074703894,0.59574,0.5,0.5,0.36853,0.883721,0.821429
7502843322494,0.590842,1,0,0.131301,0.62963,0.517857
7499114926794,0.648399,1,0,0.326678,0.795918,0.565476
7528476145394,0.506657,0.7,0,0.319997,0.878049,0.190476
7471617882694,0.592602,0.7,0,0.483328,0.863014,0.916667
7484201269094,0.650059,0.9,0,0.43875,0.852941,0.755952
7564362104694,0.603142,1,0,0.304106,0.72973,0.267857
7466724343894,0.672978,0.9,0,0.463113,0.84375,0.979167
7536865070194,0.514113,0.3,0.8,0.425868,0.915966,0.0833334
7467889470894,0.649963,0.8,0,0.573438,0.880952,0.964286
7489560859494,0.59238,0.5,0.5,0.436295,0.9,0.6875
7472083934294,0.643878,0.8,0,0.57197,0.878049,0.910714
7477443528994,0.645846,0.9,0,0.272608,0.871795,0.842262
7487929678494,0.788911,1,0.5,0.49824,0.84127,0.708333
7479540758894,0.424753,0.3,0,0.442582,0.894737,0.815476
7482104037994,0.653181,0.5,0.666667,0.536217,0.939759,0.782738
7570187764494,0.653554,1,0,0.538106,0.827586,0.342262
7486531524694,0.644442,1,0,0.273782,0.722222,0.726191
7505173604994,0.37676,0.2,0,0.654945,0.912281,0.488095
7513562503194,0.63343,0.9,0,0.606512,0.873418,0.380952
7500979123794,0.573466,0.3,0.857143,0.432556,0.923077,0.541667
7475812344794,0.581886,0.7,0,0.359844,0.897959,0.863095
7468355521594,0.466459,0.3,0,0.663738,0.92126,0.958333
7571585899394,0.566048,1,0,0.0695949,0.615385,0.360119
7479773780994,0.596558,0.4,0.666667,0.423826,0.897959,0.8125
7480006806994,0.500315,0.5,0,0.408677,0.892473,0.809524
7490259935894,0.670494,0.7,0.5,0.426364,0.9,0.678571
7480705883794,0.689516,1,0,0.376253,0.859155,0.800595
7583237177594,0.686298,0.8,0.5,0.373828,0.89011,0.508929
7621453385894,0.499702,1,0,0,0,0.997024
7481637985294,0.637934,0.5,0.666667,0.487205,0.885057,0.788691
7529175222494,0.632072,1,0,0.483998,0.827586,0.181548
7541059531794,0.439076,0.5,0,0.567188,0.896907,0.0297619
7470685780094,0.406225,0.2,0,0.553457,0.89011,0.928572
7538962300994,0.586205,0.9,0,0.472171,0.866667,0.0565476
7565061174294,0.558943,0.8,0,0.372388,0.87013,0.276786
7481871011194,0.520229,0.5,0,0.543162,0.936709,0.785714
7546885172494,0.620809,0.9,0,0.745265,0.909091,0.0446428
7568789585994,0.494716,1,0,0.161216,0.230769,0.324405
7484434293394,0.668991,1,0,0.345098,0.795918,0.752976
7583936257694,0.726785,0.9,0.5,0.338675,0.90566,0.517857
7522184452194,0.636779,1,0,0.474317,0.811321,0.270833
7485599429394,0.62755,1,0,0.278149,0.62963,0.738095
7500047013294,0.6044,1,0,0.135591,0.677419,0.553571
7519854196894,0.679961,0.8,0.5,0.572987,0.863014,0.300595
7527311016294,0.620701,0.7,0.5,0.407836,0.896907,0.205357
7514727630894,0.520514,0.6,0,0.61451,0.912281,0.366072
7564828149794,0.636051,1,0,0.409278,0.83871,0.273809
7486764551394,0.670701,1,0,0.459991,0.761905,0.723214
7498415835394,0.654029,1,0,0.358043,0.803922,0.574405
7478608651794,0.46646,0.4,0,0.4259,0.90566,0.827381
7524980760994,0.619407,0.9,0,0.612112,0.873418,0.235119
7541525599294,0.478185,0.6,0,0.582762,0.88764,0.0238093
7487230602694,0.633113,1,0,0.354611,0.62963,0.717262
7511698296594,0.748321,0.9,0.666667,0.367335,0.888889,0.404762
7581605996894,0.627707,1,0,0.223758,0.782609,0.488095
7540593479994,0.444359,0.5,0,0.589699,0.909091,0.0357144
7492590193194,0.646249,0.9,0,0.454644,0.879518,0.64881
7563196968794,0.622777,1,0,0.391455,0.791667,0.252976
7473482092894,0.699817,1,0,0.593122,0.756098,0.892857
7487696660094,0.684763,1,0,0.481147,0.827586,0.71131
7498881891794,0.640891,1,0,0.248625,0.795918,0.568452
7529408249594,0.620389,1,0,0.388959,0.818182,0.178571
7482803114894,0.486937,0.5,0,0.362231,0.866667,0.77381
7470219735494,0.407954,0.2,0,0.528502,0.908257,0.934524
7540826511094,0.439793,0.5,0,0.547013,0.909091,0.032738
7486065474594,0.663011,1,0,0.424284,0.736842,0.732143
7488162704494,0.627238,1,0,0.212187,0.677419,0.705357
7503309373894,0.539803,1,0,0.136123,0.375,0.511905
7546419121194,0.668931,0.8,0.5,0.639297,0.90566,0.0386904
7501212142294,0.455496,0.1,0.666667,0.42999,0.926471,0.538691
7488628762894,0.781256,0.9,0.666667,0.450093,0.864865,0.699405
7530340350594,0.693789,0.9,0.5,0.406517,0.882353,0.166667
7493755327794,0.552156,0.7,0,0.377483,0.855072,0.633929
7504707528094,0.562105,0.7,0,0.546782,0.89011,0.494048
7494221371294,0.768889,1,0.5,0.43128,0.814815,0.627976
7548283346894,0.625779,1,0,0.534271,0.830508,0.0625002
7583470203294,0.653407,1,0,0.339621,0.84127,0.511905
7486298499994,0.662498,1,0,0.395815,0.75,0.729167
7478375632594,0.605752,0.4,0.666667,0.467743,0.913043,0.830357
7490959011994,0.73492,0.8,0.666667,0.378784,0.883721,0.669643
7566226302794,0.737461,1,0.5,0.372803,0.855072,0.291667
7586033486394,0.778389,1,0.5,0.469134,0.885057,0.544643
7492124142494,0.731469,0.7,0.75,0.574981,0.892473,0.654762
7550846608794,0.499954,0.6,0,0.686123,0.909091,0.0952381
7591626106794,0.72984,0.9,0.5,0.372186,0.855072,0.616071
7497949787694,0.639325,1,0,0.257335,0.777778,0.580357
7493522294494,0.66643,0.7,0.5,0.452111,0.88764,0.636905
7610967232594,0.412359,0.2,0,0.599382,0.930556,0.863095
7521252348694,0.609255,1,0,0.254255,0.777778,0.282738
7495153475394,0.601648,1,0,0.169641,0.615385,0.616071
7530573382794,0.53663,1,0,0.0721718,0.565217,0.16369
7592325178594,0.496279,1,0,0.00445638,0.166667,0.625
7561798816194,0.441557,0.5,0,0.421415,0.879518,0.235119
7493988345794,0.55511,0.7,0,0.383309,0.868421,0.630952
7607704907494,0.37185,0.1,0,0.663737,0.916667,0.821429
7580906920594,0.5952,1,0,0.242061,0.615385,0.479167
7483269166294,0.6419,1,0,0.340794,0.655172,0.767857
7534534813194,0.572153,1,0,0.32272,0.642857,0.113095
7472549983894,0.678164,0.9,0,0.570995,0.852941,0.904762
7492357167494,0.614398,0.8,0,0.551933,0.87013,0.651786
7494454397394,0.624065,1,0,0.384879,0.615385,0.625
7519621184994,0.592294,0.8,0,0.644085,0.88764,0.303571
7494687427094,0.597547,1,0,0.186783,0.583333,0.622024
7582771134494,0.683666,0.8,0.5,0.342018,0.895833,0.502976
7586965594294,0.715141,0.8,0.5,0.590941,0.901961,0.556548
7604675550894,0.649403,0.8,0,0.683703,0.913793,0.782738
7485832449294,0.660037,1,0,0.405793,0.72973,0.735119
7544554915594,0.599767,1,0,0.367402,0.807692,0.0148809
7475579317794,0.650292,0.6,0.5,0.431018,0.902913,0.866072
7495386501394,0.604451,1,0,0.200641,0.615385,0.613095
7562264867294,0.734739,1,0.5,0.396175,0.855072,0.241071
7515892760294,0.734878,1,0.5,0.320167,0.83871,0.351191
7565993276994,0.629253,1,0,0.331712,0.836066,0.28869
7613763539594,0.646876,0.8,0,0.567971,0.90099,0.898809
7579275746694,0.621375,1,0,0.445068,0.655172,0.458333
7526611945094,0.459057,0.6,0,0.270401,0.852941,0.214286
7541991688294,0.604731,1,0,0.437613,0.795918,0.0178565
7526844966294,0.524683,0.4,0.666667,0.300206,0.90099,0.21131
7527077991894,0.421415,0.2,0.5,0.371105,0.917355,0.208333
7527544049294,0.511794,0.4,0.5,0.495737,0.90991,0.202381
7597684767994,0.682926,1,0,0.474793,0.830508,0.693452
7503775424294,0.615752,1,0,0.296733,0.677419,0.505952
7527777067694,0.66721,0.7,0.666667,0.49561,0.921875,0.199405
7528243118894,0.492894,0.6,0,0.54825,0.893617,0.193452
7566692367594,0.595316,1,0,0.396284,0.62963,0.297619
7528942196094,0.570981,0.8,0,0.519457,0.902913,0.184524
7529641280794,0.597536,1,0,0.275954,0.761905,0.175595
7510067116994,0.590686,0.8,0,0.48745,0.896907,0.425595
7507969887094,0.330932,0.1,0,0.598779,0.929078,0.452381
7529874300594,0.613439,1,0,0.416316,0.772727,0.172619
7530107325694,0.733759,0.9,0.666667,0.445136,0.894737,0.169643
7557604353994,0.375565,0,0.666667,0.35313,0.94382,0.181548
7530806401094,0.577739,1,0,0.330957,0.642857,0.160714
7578343638294,0.557534,1,0,0.128911,0.5,0.446429
7531039428194,0.584592,1,0,0.313178,0.6875,0.157738
7548050307594,0.608052,1,0,0.413154,0.803922,0.0595239
