kf_id,score,node_score_graph,node_score_loop,img_bbox_coverage,total_observed_lms_score,time_score
2593387015196,0.205756,0.3,0,0,0,0.857562
2593127922196,0.205609,0.3,0,0,0,0.856094
2592739277196,0.485389,1,0,0,0,0.853891
2592350631196,0.485169,1,0,0,0,0.851689
2592221085196,0.485095,1,0,0,0,0.850954
2592091537196,0.485022,1,0,0,0,0.85022
2591832440196,0.484875,1,0,0,0,0.848752
2591314249196,0.364581,0.7,0,0,0,0.845815
2590796058196,0.324288,0.6,0,0,0,0.842878
2590666508196,0.324214,0.6,0,0,0,0.842144
2590407413196,0.444068,0.9,0,0,0,0.840675
2590148319196,0.483921,1,0,0,0,0.839207
2590018773196,0.483847,1,0,0,0,0.838473
2589889221196,0.483774,1,0,0,0,0.837739
2589759673196,0.4837,1,0,0,0,0.837004
2589500577196,0.483554,1,0,0,0,0.835536
2589371031196,0.36348,0.7,0,0,0,0.834802
2589111936196,0.363333,0.7,0,0,0,0.833333
2588982388196,0.28326,0.5,0,0,0,0.832599
2588852839196,0.363186,0.7,0,0,0,0.831865
2588723290196,0.283113,0.5,0,0,0,0.831131
2588593742196,0.28304,0.5,0,0,0,0.830396
2588464194196,0.282966,0.5,0,0,0,0.829662
2588334646196,0.282893,0.5,0,0,0,0.828928
2588205098196,0.242819,0.4,0,0,0,0.828194
2587946005196,0.362673,0.7,0,0,0,0.826725
2587816455196,0.402599,0.8,0,0,0,0.825991
2587686925196,0.482526,1,0,0,0,0.825257
2587557360196,0.482452,1,0,0,0,0.824523
2587168716196,0.362232,0.7,0,0,0,0.82232
2587039170196,0.322159,0.6,0,0,0,0.821586
2586780071196,0.482012,1,0,0,0,0.820117
2586650524196,0.441938,0.9,0,0,0,0.819383
2586520976196,0.361865,0.7,0,0,0,0.818649
2586391428196,0.401792,0.8,0,0,0,0.817915
2585873237196,0.441498,0.9,0,0,0,0.814978
2585743689196,0.361424,0.7,0,0,0,0.814244
2585614141196,0.401351,0.8,0,0,0,0.813509
2585355046196,0.481204,1,0,0,0,0.812041
2584836880196,0.48091,1,0,0,0,0.809104
2584577757196,0.480764,1,0,0,0,0.807636
2584448210196,0.48069,1,0,0,0,0.806902
2584318660196,0.480617,1,0,0,0,0.806167
2584059566196,0.48047,1,0,0,0,0.804699
2583930017196,0.480396,1,0,0,0,0.803965
2583670922196,0.44025,0.9,0,0,0,0.802496
2583541374196,0.440176,0.9,0,0,0,0.801762
2583152730196,0.359956,0.7,0,0,0,0.799559
2582893633196,0.359809,0.7,0,0,0,0.798091
2582504992196,0.359589,0.7,0,0,0,0.795888
2582375443196,0.359515,0.7,0,0,0,0.795154
2582116347196,0.439369,0.9,0,0,0,0.793686
2581986810196,0.479295,1,0,0,0,0.792952
2581079965196,0.198781,0.3,0,0,0,0.787812
2580950415196,0.198708,0.3,0,0,0,0.787078
2580691319196,0.318561,0.6,0,0,0,0.785609
2580302678196,0.358341,0.7,0,0,0,0.783407
2580173131196,0.318267,0.6,0,0,0,0.782672
2580043582196,0.358194,0.7,0,0,0,0.781938
2579395840196,0.437827,0.9,0,0,0,0.778267
2579007201196,0.477606,1,0,0,0,0.776065
2578489006196,0.477313,1,0,0,0,0.773128
2578100362196,0.477093,1,0,0,0,0.770925
2577841267196,0.436946,0.9,0,0,0,0.769457
2577193527196,0.356579,0.7,0,0,0,0.765786
2577063978196,0.356505,0.7,0,0,0,0.765051
2576804883196,0.396358,0.8,0,0,0,0.763583
2576675336196,0.436285,0.9,0,0,0,0.762849
2576545787196,0.476211,1,0,0,0,0.762115
2576286714196,0.476065,1,0,0,0,0.760646
2576157149196,0.475991,1,0,0,0,0.759912
2576027595196,0.475918,1,0,0,0,0.759178
2618260211196,0.419853,0.8,0,0,0,0.998531
2577711734196,0.396872,0.8,0,0,0,0.768723
2575768500196,0.475771,1,0,0,0,0.757709
2575638953196,0.475697,1,0,0,0,0.756975
2575509403196,0.475624,1,0,0,0,0.756241
2575361349196,0.47554,1,0,0,0,0.755402
2575102255196,0.475393,1,0,0,0,0.753933
2574972733196,0.47532,1,0,0,0,0.753199
2574713609196,0.435173,0.9,0,0,0,0.751731
2574584062196,0.3951,0.8,0,0,0,0.750996
2574324966196,0.394953,0.8,0,0,0,0.749528
2574065872196,0.394806,0.8,0,0,0,0.74806
2573936321196,0.394733,0.8,0,0,0,0.747325
2573806774196,0.434659,0.9,0,0,0,0.746591
2573677226196,0.434586,0.9,0,0,0,0.745857
2573547679196,0.434512,0.9,0,0,0,0.745123
2573418132196,0.474439,1,0,0,0,0.744388
2573288582196,0.474365,1,0,0,0,0.743654
2573159034196,0.474292,1,0,0,0,0.74292
2572899940196,0.474145,1,0,0,0,0.741452
2572122654196,0.353705,0.7,0,0,0,0.737046
2571863555196,0.433558,0.9,0,0,0,0.735578
2571474913196,0.473338,1,0,0,0,0.733375
2571345367196,0.473264,1,0,0,0,0.732641
2408929239196,0.378785,0.9,0,0,0,0.187854
2408799687196,0.418859,1,0,0,0,0.188588
2537089190196,0.453849,1,0,0,0,0.538494
2408151947196,0.419226,1,0,0,0,0.192259
2404654159196,0.0212083,0,0,0,0,0.212083
2337936917196,0.45902,1,0,0,0,0.590203
2407115564196,0.0198133,0,0,0,0,0.198133
2406726919196,0.0200335,0,0,0,0,0.200335
2406467824196,0.0201804,0,0,0,0,0.201804
2406208727196,0.0203272,0,0,0,0,0.203272
2335993697196,0.380122,0.8,0,0,0,0.601217
2405431441196,0.0207677,0,0,0,0,0.207677
2272496641196,0.456109,0.9,0,0,0,0.961087
2405042795196,0.020988,0,0,0,0,0.20988
2404913250196,0.0210614,0,0,0,0,0.210614
2369805735196,0.440959,1,0,0,0,0.409586
2271978450196,0.496402,1,0,0,0,0.964023
2303588177196,0.318488,0.6,0,0,0,0.784875
2445517289196,0.321951,0.8,0,0,0,0.0195094
2603232656196,0.491336,1,0,0,0,0.913363
2404783699196,0.0211349,0,0,0,0,0.211349
2485492093196,0.384607,0.9,0,0,0,0.246067
2602325820196,0.0908223,0,0,0,0,0.908223
2403876863196,0.0216488,0,0,0,0,0.216488
2484585257196,0.424093,1,0,0,0,0.240927
2403488221196,0.0218691,0,0,0,0,0.218691
2302163148196,0.439295,0.9,0,0,0,0.792951
2298665360196,0.281278,0.5,0,0,0,0.812775
2402970048196,0.0221627,0,0,0,0,0.221627
2401804096196,0.0228236,0,0,0,0,0.228236
2400379069196,0.423631,1,0,0,0,0.236312
2365271554196,0.443528,1,0,0,0,0.435284
2330534176196,0.463216,1,0,0,0,0.632158
2365142007196,0.443602,1,0,0,0,0.436018
2399860876196,0.423925,1,0,0,0,0.239249
2364753361196,0.443822,1,0,0,0,0.438221
2399601779196,0.424072,1,0,0,0,0.240717
2399472232196,0.424145,1,0,0,0,0.241451
2399083588196,0.424365,1,0,0,0,0.243654
2297758515196,0.0817915,0,0,0,0,0.817915
2479791982196,0.341376,0.8,0,0,0,0.213762
2398694974196,0.424586,1,0,0,0,0.245856
2493394520196,0.429085,1,0,0,0,0.290854
2398565396196,0.424659,1,0,0,0,0.246591
2398435848196,0.424733,1,0,0,0,0.247325
2296981226196,0.242232,0.4,0,0,0,0.82232
2579914033196,0.39812,0.8,0,0,0,0.781204
2523616204196,0.286214,0.6,0,0,0,0.462136
2397917656196,0.425026,1,0,0,0,0.250262
2296592583196,0.482452,1,0,0,0,0.824523
2572381749196,0.353851,0.7,0,0,0,0.738515
2397658560196,0.425173,1,0,0,0,0.25173
2397529011196,0.425246,1,0,0,0,0.252465
2397140371196,0.425467,1,0,0,0,0.254667
2522191176196,0.445406,1,0,0,0,0.454059
2395844895196,0.426201,1,0,0,0,0.262009
2408540592196,0.419006,1,0,0,0,0.190056
2360219179196,0.446392,1,0,0,0,0.463918
2393383476196,0.427596,1,0,0,0,0.275959
2392606188196,0.428036,1,0,0,0,0.280365
2392087994196,0.42833,1,0,0,0,0.283302
2306438235196,0.436872,0.9,0,0,0,0.768722
2430693297196,0.0864506,0.2,0,0,0,0.0645057
2391440257196,0.148697,0.3,0,0,0,0.286973
2391310706196,0.148771,0.3,0,0,0,0.287707
2430045560196,0.0468177,0.1,0,0,0,0.0681768
2469520680196,0.415555,1,0,0,0,0.155549
2390922063196,0.148991,0.3,0,0,0,0.28991
2355684999196,0.448962,1,0,0,0,0.489616
2469002488196,0.415261,1,0,0,0,0.152612
2390274323196,0.349358,0.8,0,0,0,0.293581
2390144774196,0.429431,1,0,0,0,0.294315
2354648616196,0.209549,0.4,0,0,0,0.49549
2389626583196,0.429725,1,0,0,0,0.297252
2388460651196,0.270386,0.6,0,0,0,0.30386
2353223587196,0.410357,0.9,0,0,0,0.503566
2559241886196,0.466404,1,0,0,0,0.664045
2353094039196,0.45043,1,0,0,0,0.5043
2559112338196,0.466331,1,0,0,0,0.66331
2558982790196,0.466258,1,0,0,0,0.662576
2387942459196,0.43068,1,0,0,0,0.306796
2387812912196,0.430753,1,0,0,0,0.307531
2426418215196,0.408873,1,0,0,0,0.0887347
2456528890196,0.408192,1,0,0,0,0.0819176
2387424266196,0.390973,0.9,0,0,0,0.309733
2387294717196,0.391047,0.9,0,0,0,0.310468
2387035621196,0.431194,1,0,0,0,0.311936
2351928106196,0.451091,1,0,0,0,0.510908
2465486185196,0.413268,1,0,0,0,0.132683
2386517429196,0.391487,0.9,0,0,0,0.314873
2386387883196,0.431561,1,0,0,0,0.315607
2351280368196,0.451458,1,0,0,0,0.514579
2455103861196,0.207384,0.5,0,0,0,0.0738415
2385999238196,0.431781,1,0,0,0,0.31781
2350891723196,0.451678,1,0,0,0,0.516782
2336771023196,0.459681,1,0,0,0,0.596811
2385610593196,0.432001,1,0,0,0,0.320012
2385481045196,0.392075,0.9,0,0,0,0.320747
2385351499196,0.392148,0.9,0,0,0,0.321481
2585484593196,0.401278,0.8,0,0,0,0.812775
2385092402196,0.432295,1,0,0,0,0.322949
2297369870196,0.0820117,0,0,0,0,0.820117
2384185564196,0.432809,1,0,0,0,0.328089
2384056018196,0.432882,1,0,0,0,0.328823
2383537828196,0.433176,1,0,0,0,0.33176
2317320270196,0.430705,0.9,0,0,0,0.707048
2383019634196,0.43347,1,0,0,0,0.334697
2498835543196,0.432169,1,0,0,0,0.321691
2382890085196,0.313543,0.7,0,0,0,0.335431
2382371893196,0.273837,0.6,0,0,0,0.338368
2382112799196,0.433984,1,0,0,0,0.339836
2549525795196,0.460898,1,0,0,0,0.608979
2381983249196,0.354057,0.8,0,0,0,0.34057
2409058785196,0.218712,0.5,0,0,0,0.187119
2537866478196,0.33429,0.7,0,0,0,0.542899
2381724153196,0.234204,0.5,0,0,0,0.342039
2501037850196,0.393417,0.9,0,0,0,0.334173
2381335509196,0.234424,0.5,0,0,0,0.344241
2401545023196,0.22297,0.5,0,0,0,0.229704
2381205963196,0.314498,0.7,0,0,0,0.344976
2380946866196,0.314644,0.7,0,0,0,0.346444
2380558222196,0.354865,0.8,0,0,0,0.348647
2380169577196,0.435085,1,0,0,0,0.350849
2380040032196,0.435158,1,0,0,0,0.351584
2282212747196,0.170602,0.2,0,0,0,0.906021
2379910482196,0.435232,1,0,0,0,0.352318
2379780933196,0.435305,1,0,0,0,0.353052
2379392288196,0.315525,0.7,0,0,0,0.355255
2379262740196,0.355599,0.8,0,0,0,0.355989
2379003676196,0.395746,0.9,0,0,0,0.357457
2323279482196,0.467327,1,0,0,0,0.673274
2378874098196,0.435819,1,0,0,0,0.358191
2605694066196,0.492731,1,0,0,0,0.927313
2281046813196,0.491263,1,0,0,0,0.912628
2312656540196,0.353348,0.7,0,0,0,0.73348
2406079181196,0.0204006,0,0,0,0,0.204006
2273144381196,0.495742,1,0,0,0,0.957416
2378744549196,0.435893,1,0,0,0,0.358926
2378615001196,0.435966,1,0,0,0,0.35966
2378485453196,0.436039,1,0,0,0,0.360394
2545898449196,0.338842,0.7,0,0,0,0.58842
2378226356196,0.436186,1,0,0,0,0.361863
2377837712196,0.436407,1,0,0,0,0.364065
2497151409196,0.431215,1,0,0,0,0.312146
2377708165196,0.43648,1,0,0,0,0.364799
2377578639196,0.436553,1,0,0,0,0.365533
2377449068196,0.436627,1,0,0,0,0.366268
2377060425196,0.436847,1,0,0,0,0.36847
2310713320196,0.354449,0.7,0,0,0,0.744493
2544343874196,0.137961,0.2,0,0,0,0.57961
2404135959196,0.021502,0,0,0,0,0.21502
2376801327196,0.436994,1,0,0,0,0.369939
2341693812196,0.456891,1,0,0,0,0.568911
2452512881196,0.405916,1,0,0,0,0.059157
2495726382196,0.310407,0.7,0,0,0,0.30407
2376283137196,0.437288,1,0,0,0,0.372876
2403358673196,0.0219425,0,0,0,0,0.219425
2495078643196,0.31004,0.7,0,0,0,0.300399
2601159889196,0.0901615,0,0,0,0,0.901615
2354389519196,0.129696,0.2,0,0,0,0.496958
2402710932196,0.0223096,0,0,0,0,0.223096
2301385859196,0.359736,0.7,0,0,0,0.797357
2375376300196,0.397802,0.9,0,0,0,0.378015
2402451836196,0.0224564,0,0,0,0,0.224564
2269517036196,0.257797,0.4,0,0,0,0.977974
2483160230196,0.423285,1,0,0,0,0.232851
2375117204196,0.437948,1,0,0,0,0.379484
2402322290196,0.0225299,0,0,0,0,0.225299
2367214775196,0.442427,1,0,0,0,0.424271
2374987658196,0.438022,1,0,0,0,0.380218
2277160373196,0.493465,1,0,0,0,0.934655
2276512630196,0.493833,1,0,0,0,0.938326
2373692176196,0.438756,1,0,0,0,0.38756
2373173984196,0.43905,1,0,0,0,0.390497
2372785343196,0.43927,1,0,0,0,0.3927
2407633757196,0.21952,0.5,0,0,0,0.195196
2372396696196,0.43949,1,0,0,0,0.394902
2372008052196,0.43971,1,0,0,0,0.397105
2397399463196,0.42532,1,0,0,0,0.253199
2445776385196,0.362098,0.9,0,0,0,0.0209779
2303458629196,0.358561,0.7,0,0,0,0.785609
2361126016196,0.445878,1,0,0,0,0.458779
2570142419196,0.472582,1,0,0,0,0.725823
2408022405196,0.419299,1,0,0,0,0.192993
2368510255196,0.441693,1,0,0,0,0.416929
2395585792196,0.426348,1,0,0,0,0.263478
2520895697196,0.404672,0.9,0,0,0,0.446717
2388072006196,0.310606,0.7,0,0,0,0.306062
2532166368196,0.451059,1,0,0,0,0.510594
2367862514196,0.44206,1,0,0,0,0.4206
2301644956196,0.479589,1,0,0,0,0.795888
2331718615196,0.462545,1,0,0,0,0.625446
2365660198196,0.443308,1,0,0,0,0.433081
2299442640196,0.440837,0.9,0,0,0,0.80837
2299183543196,0.280984,0.5,0,0,0,0.809838
2363976075196,0.444263,1,0,0,0,0.442626
2454974294196,0.207311,0.5,0,0,0,0.073107
2374080820196,0.438536,1,0,0,0,0.385357
2449792374196,0.204374,0.5,0,0,0,0.0437385
2296851678196,0.282305,0.5,0,0,0,0.823054
2362939690196,0.44485,1,0,0,0,0.4485
2478755599196,0.420789,1,0,0,0,0.207888
2578748102196,0.47746,1,0,0,0,0.774596
2522450273196,0.445553,1,0,0,0,0.455528
2295556199196,0.48304,1,0,0,0,0.830396
2361514663196,0.445658,1,0,0,0,0.456576
2477330572196,0.379981,0.9,0,0,0,0.199811
2578229912196,0.477166,1,0,0,0,0.771659
2521932083196,0.445259,1,0,0,0,0.452591
2361255565196,0.445804,1,0,0,0,0.458045
2396363080196,0.425907,1,0,0,0,0.259072
2477071474196,0.419834,1,0,0,0,0.198343
2577970814196,0.477019,1,0,0,0,0.770191
2521672985196,0.445112,1,0,0,0,0.451122
2360607825196,0.446172,1,0,0,0,0.461716
2395715340196,0.426274,1,0,0,0,0.262744
2569624228196,0.472289,1,0,0,0,0.722887
2588075553196,0.322746,0.6,0,0,0,0.827459
2387683362196,0.390826,0.9,0,0,0,0.308265
2616187446196,0.298678,0.5,0,0,0,0.986784
2510494847196,0.278777,0.6,0,0,0,0.38777
2558594146196,0.386037,0.8,0,0,0,0.660373
2360348730196,0.446318,1,0,0,0,0.463184
2359830537196,0.366612,0.8,0,0,0,0.466121
2394938052196,0.426715,1,0,0,0,0.267149
2358794153196,0.447199,1,0,0,0,0.471995
2358664604196,0.447273,1,0,0,0,0.472729
2406856468196,0.0199601,0,0,0,0,0.199601
2358535055196,0.447346,1,0,0,0,0.473463
2471852544196,0.416876,1,0,0,0,0.168765
2431988780196,0.285716,0.7,0,0,0,0.0571635
2518693382196,0.443424,1,0,0,0,0.434236
2358146414196,0.447567,1,0,0,0,0.475666
2431859232196,0.24579,0.6,0,0,0,0.0578977
2470945708196,0.296363,0.7,0,0,0,0.163625
2357369124196,0.448007,1,0,0,0,0.480071
2357239577196,0.448081,1,0,0,0,0.480805
2357110027196,0.448154,1,0,0,0,0.48154
2504535663196,0.4354,1,0,0,0,0.353997
2356980480196,0.448227,1,0,0,0,0.482274
2405172344196,0.0209146,0,0,0,0,0.209146
2356850931196,0.448301,1,0,0,0,0.483008
2322243100196,0.467915,1,0,0,0,0.679148
2391958446196,0.428404,1,0,0,0,0.284036
2603362206196,0.49141,1,0,0,0,0.914097
2356591836196,0.448448,1,0,0,0,0.484476
2469909325196,0.415775,1,0,0,0,0.157751
2356462300196,0.448521,1,0,0,0,0.485211
2356332741196,0.448594,1,0,0,0,0.485945
2356203193196,0.448668,1,0,0,0,0.486679
2356073644196,0.448741,1,0,0,0,0.487413
2400120001196,0.383778,0.9,0,0,0,0.23778
2469261584196,0.415408,1,0,0,0,0.15408
2602584917196,0.0909692,0,0,0,0,0.909692
2355814547196,0.448888,1,0,0,0,0.488882
2355555451196,0.449035,1,0,0,0,0.49035
2289337893196,0.406564,0.8,0,0,0,0.865639
2390662966196,0.109138,0.2,0,0,0,0.291378
2355425905196,0.449108,1,0,0,0,0.491084
2382501441196,0.233763,0.5,0,0,0,0.337633
2347393926196,0.413661,0.9,0,0,0,0.536606
2355166809196,0.449255,1,0,0,0,0.492553
2574195418196,0.394879,0.8,0,0,0,0.748794
2355037284196,0.449329,1,0,0,0,0.493287
2299313090196,0.40091,0.8,0,0,0,0.809104
2354907711196,0.409402,0.9,0,0,0,0.494021
2512697163196,0.240025,0.5,0,0,0,0.400252
2538125575196,0.454437,1,0,0,0,0.544368
2354519067196,0.129622,0.2,0,0,0,0.496224
2393513026196,0.427523,1,0,0,0,0.275225
2567421914196,0.391041,0.8,0,0,0,0.710405
2467577460196,0.414454,1,0,0,0,0.144536
2617871570196,0.379633,0.7,0,0,0,0.996329
2512178971196,0.279732,0.6,0,0,0,0.397315
2586002786196,0.481571,1,0,0,0,0.815712
2529704957196,0.449664,1,0,0,0,0.496644
2353871326196,0.129989,0.2,0,0,0,0.499895
2408411044196,0.419079,1,0,0,0,0.190791
2338196014196,0.458873,1,0,0,0,0.588735
2353741780196,0.130063,0.2,0,0,0,0.500629
2353482682196,0.21021,0.4,0,0,0,0.502098
2401674548196,0.022897,0,0,0,0,0.22897
2353353135196,0.330283,0.7,0,0,0,0.502832
2488601247196,0.426369,1,0,0,0,0.263688
2536700546196,0.293629,0.6,0,0,0,0.536291
2392476642196,0.42811,1,0,0,0,0.281099
2392347094196,0.428183,1,0,0,0,0.281833
2517656999196,0.442836,1,0,0,0,0.428362
2566255982196,0.43038,0.9,0,0,0,0.703797
2352964490196,0.450503,1,0,0,0,0.505034
2401026808196,0.223264,0.5,0,0,0,0.232641
2352705395196,0.37065,0.8,0,0,0,0.506503
2510624395196,0.31885,0.7,0,0,0,0.388505
2352446298196,0.330797,0.7,0,0,0,0.507971
2352187237196,0.450944,1,0,0,0,0.509439
2299960831196,0.440543,0.9,0,0,0,0.805433
2352057658196,0.451017,1,0,0,0,0.510174
2351798557196,0.451164,1,0,0,0,0.511642
2554319068196,0.463614,1,0,0,0,0.636144
2351539464196,0.451311,1,0,0,0,0.513111
2557557763196,0.22545,0.4,0,0,0,0.6545
2351150817196,0.451531,1,0,0,0,0.515313
2486269381196,0.345047,0.8,0,0,0,0.250472
2350762212196,0.451752,1,0,0,0,0.517516
2405301891196,0.0208412,0,0,0,0,0.208412
2335086861196,0.420636,0.9,0,0,0,0.606356
2527114008196,0.448196,1,0,0,0,0.481959
2350243982196,0.452045,1,0,0,0,0.520453
2350114434196,0.452119,1,0,0,0,0.521187
2385221949196,0.432222,1,0,0,0,0.322215
2349466694196,0.452486,1,0,0,0,0.524858
2349207597196,0.452633,1,0,0,0,0.526327
2571993103196,0.313631,0.6,0,0,0,0.736312
2348948501196,0.45278,1,0,0,0,0.527795
2503240164196,0.434665,1,0,0,0,0.346654
2348689405196,0.452926,1,0,0,0,0.529263
2571604460196,0.473411,1,0,0,0,0.734109
2396881271196,0.425614,1,0,0,0,0.256136
2348559858196,0.453,1,0,0,0,0.529998
2502981070196,0.434519,1,0,0,0,0.345186
2375635396196,0.437655,1,0,0,0,0.376547
2583800470196,0.480323,1,0,0,0,0.803231
2383408279196,0.433249,1,0,0,0,0.332494
2571215816196,0.473191,1,0,0,0,0.731907
2348171214196,0.45322,1,0,0,0,0.5322
2458731185196,0.32944,0.8,0,0,0,0.0943992
2502333328196,0.394151,0.9,0,0,0,0.341515
2502203781196,0.314078,0.7,0,0,0,0.34078
2557816859196,0.185597,0.3,0,0,0,0.655968
2414370262196,0.0157017,0,0,0,0,0.157017
2374599012196,0.438242,1,0,0,0,0.382421
2276771727196,0.493686,1,0,0,0,0.936858
2347264380196,0.333734,0.7,0,0,0,0.53734
2395456243196,0.426421,1,0,0,0,0.264212
2347134830196,0.373807,0.8,0,0,0,0.538074
2549655341196,0.420971,0.9,0,0,0,0.609713
2557039572196,0.425156,0.9,0,0,0,0.651563
2368769350196,0.441546,1,0,0,0,0.41546
2417090763196,0.41416,1,0,0,0,0.141598
2549396244196,0.460824,1,0,0,0,0.608244
2606859995196,0.493392,1,0,0,0,0.933921
2501167396196,0.433491,1,0,0,0,0.334907
2346616637196,0.454101,1,0,0,0,0.541011
2346487087196,0.454175,1,0,0,0,0.541745
2374728593196,0.438169,1,0,0,0,0.381686
2548359860196,0.460237,1,0,0,0,0.60237
2384962854196,0.432368,1,0,0,0,0.323683
2345580252196,0.454688,1,0,0,0,0.546885
2415795282196,0.014894,0,0,0,0,0.14894
2456399321196,0.368118,0.9,0,0,0,0.0811834
2584707305196,0.480837,1,0,0,0,0.80837
2384315114196,0.432735,1,0,0,0,0.327354
2345062059196,0.414982,0.9,0,0,0,0.549821
2344932512196,0.455056,1,0,0,0,0.550556
2499353724196,0.432463,1,0,0,0,0.324628
2383796923196,0.433029,1,0,0,0,0.330291
2344543868196,0.375276,0.8,0,0,0,0.552758
2414758898196,0.0154814,0,0,0,0,0.154814
