#frames_original_timestamp,frames_read_started,frames_read,frames_pushed,frontend_frames_received,frontend_preintegration_computed,frontend_pyramid_created,frontend_tracking_ended,frontend_recall_ended,frontend_detection_cam0_ended,frontend_matching_ended,frontend_detection_cami_ended,frontend_filter_ended,frontend_keypoints_pushed,backend_keypoints_received,backend_observations_processed,backend_cumulative_linearization_ended,backend_cumulative_solver_ended,backend_cumulative_backsubstitution_ended,backend_cumulative_error_computed,backend_optimization_ended,backend_marginalization_ended,backend_state_pushed,consumer_state_received
4528278932583,12705918283646,12705924251921,12705926885452,12705926902678,12705927008923,12705927826485,12705928804133,12705928807032,12705929376027,12705929797778,12705933492342,12705933503445,12705933503752,12705933517635,12705933771440,12705934198123,12705934843107,12705934946349,12705935115714,12705935339353,12705935518318,12705935538636,12705935637943
4528312224783,12705926894161,12705933033051,12705935640305,12705935732653,12705935773409,12705936418319,12705937440601,12705937443704,12705937980487,12705938284046,12705942005002,12705942017038,12705942017310,12705942030436,12705942207843,12705942392584,12705943077908,12705943187108,12705943370926,12705943620167,12705943790297,12705943811026,12705943901721
4528345511883,12705935644703,12705941582180,12705943903888,12705943917241,12705944027036,12705944698324,12705945784711,12705945787965,12705946361725,12705946716701,12705950375697,12705950387023,12705950387326,12705950400476,12705951729467,12705952326049,12705953115428,12705953215569,12705953471234,12705953733473,12705953955750,12705954156663,12705954275007
4528378800483,12705943908220,12705949944929,12705954279441,12705954357431,12705954402410,12705955240606,12705956345132,12705956348523,12705956889583,12705957262653,12705960992736,12705961008772,12705961009087,12705961022744,12705961296188,12705961670283,12705962288438,12705962403121,12705962643045,12705962944872,12705963210212,12705963235211,12705963366161
4528412094183,12705954282827,12705960236233,12705963368165,12705963457382,12705963499493,12705964098147,12705965242573,12705965245888,12705965825191,12705966159635,12705969923474,12705969936011,12705969936332,12705969949943,12705970209297,12705970417623,12705971004855,12705971115649,12705971312536,12705971553388,12705971696313,12705971712483,12705971809320
4528445378383,12705963372812,12705969344429,12705971813223,12705971894160,12705971935301,12705973844766,12705975020911,12705975023946,12705975499857,12705975838219,12705979486597,12705979497829,12705979498112,12705979511812,12705979778820,12705979938145,12705980590597,12705980703716,12705980885292,12705981131498,12705981363907,12705981387420,12705981447356
4528478668483,12705971816788,12705978251617,12705981450515,12705981460688,12705981520200,12705982538221,12705983706745,12705983710185,12705985267749,12705985588176,12705992656443,12705992673783,12705992674198,12705992688362,12705992930104,12705993443123,12705994211275,12705994341598,12705994627246,12705994940003,12705995112213,12705995124084,12705995128700
4528511961283,12705981453462,12705992479383,12705995130997,12705995135726,12705995181501,12705995954039,12705997215602,12705997219887,12705997911079,12705998282861,12706002528214,12706002538471,12706002538767,12706002664012,12706002937992,12706003266635,12706004103064,12706004260377,12706004531243,12706004864087,12706005131941,12706005154670,12706005166992
4528545245683,12705995133618,12706002538745,12706005171178,12706005186039,12706005264948,12706006081060,12706007130951,12706007134129,12706007693355,12706008132624,12706011597010,12706011608297,12706011608552,12706011690761,12706011971327,12706012189784,12706012720964,12706012813196,12706013004667,12706013278676,12706013579130,12706013602472,12706013612202
4528578533883,12706005176720,12706011166583,12706013616429,12706013728888,12706013770029,12706014494357,12706015598795,12706015602029,12706016116116,12706016434718,12706019419552,12706019430689,12706019430989,12706019491483,12706020987051,12706021163838,12706021989389,12706022119521,12706022356576,12706022637218,12706022831415,12706023054562,12706023060026
4528611822583,12706013621437,12706019590888,12706023154771,12706023166929,12706023251303,12706024031166,12706025268617,12706025272173,12706025822374,12706026233785,12706028880485,12706028893167,12706028893496,12706028985586,12706029151512,12706029352195,12706030197066,12706030352987,12706030618500,12706030870523,12706031121104,12706031134930,12706031145927
4528645112583,12706023157176,12706029234186,12706031150351,12706031166232,12706031269234,12706032023505,12706033204514,12706033207890,12706033720432,12706033960884,12706036534599,12706036546874,12706036547186,12706036638060,12706036780092,12706036897128,12706037348336,12706037468767,12706037693640,12706037943483,12706038146786,12706038161993,12706038175199
4528678402783,12706031155795,12706037117634,12706038182392,12706038200529,12706038312909,12706038899137,12706040039245,12706040043186,12706040598855,12706040753615,12706042242641,12706042254435,12706042254715,12706042327087,12706042465624,12706042584930,12706043129916,12706043232277,12706043372653,12706043591771,12706043718026,12706043723524,12706044904498
4528711689983,12706038189819,12706044901387,12706044906250,12706044923561,12706044996615,12706045763057,12706047023392,12706047027401,12706047598035,12706047755488,12706049143574,12706049156605,12706049156924,12706049235022,12706049370462,12706049698505,12706050436765,12706050609320,12706050848396,12706051119638,12706051413150,12706051427363,12706051545012
4528744979583,12706044909816,12706051018293,12706051547584,12706051562803,12706051641249,12706052341210,12706053791847,12706053795552,12706054383386,12706054606836,12706056014347,12706056026723,12706056027031,12706056102611,12706056241516,12706056351155,12706056828060,12706056911581,12706057039247,12706057211633,12706057356115,12706057360576,12706057472026
4528778267583,12706051552321,12706057470184,12706057473530,12706057485464,12706057579432,12706058442854,12706059701507,12706059705762,12706060160852,12706060362948,12706061799443,12706061812399,12706061812680,12706061889461,12706062020771,12706062084173,12706062653850,12706062754553,12706062894311,12706063103083,12706063233897,12706063238655,12706063364337
4528811556383,12706057476248,12706063362525,12706063365831,12706063460282,12706063548935,12706064211538,12706065476775,12706065481045,12706065991240,12706066248363,12706067690609,12706067703263,12706067703549,12706067776019,12706068560244,12706068623875,12706068946920,12706069006307,12706069085650,12706069239786,12706069364334,12706069556449,12706069694855
4528844852083,12706063368348,12706069287203,12706069699943,12706069785392,12706069826318,12706071295052,12706072916887,12706072921429,12706073519264,12706073821878,12706075312325,12706075327366,12706075327642,12706075396002,12706075566973,12706075684863,12706076461940,12706076583261,12706076768888,12706077016068,12706077224676,12706077235700,12706077344558
4528878135983,12706069703847,12706075632700,12706077347899,12706077364708,12706077434992,12706078825695,12706080426374,12706080430116,12706080948048,12706081293684,12706083751278,12706083765144,12706083765453,12706083782626,12706084052695,12706084136559,12706084428484,12706084492507,12706084639058,12706084835606,12706084963994,12706084978657,12706085081664
4528911423883,12706077353073,12706083319582,12706085083935,12706085162750,12706085205185,12706085922076,12706086999336,12706087009044,12706087466617,12706087820090,12706090735827,12706090746633,12706090747164,12706090752383,12706090879681,12706090931943,12706091197676,12706091230902,12706091301753,12706091418811,12706091552655,12706091556941,12706092051800
4528944723183,12706085088592,12706092049626,12706092053489,12706092134570,12706092174135,12706092948097,12706093992716,12706093996167,12706094526396,12706094904045,12706098001834,12706098014010,12706098014338,12706098020031,12706098205447,12706098316222,12706098549430,12706098594430,12706098638018,12706098844344,12706099017267,12706099027336,12706099145824
4528978002483,12706092056614,12706098034432,12706099163753,12706099244845,12706099335070,12706100324608,12706101589336,12706101592342,12706102187200,12706102496475,12706105714148,12706105725230,12706105725522,12706105737979,12706105981598,12706106063625,12706106304734,12706106356037,12706106424073,12706106605080,12706106707924,12706106712447,12706115172310
4529011291783,12706099173273,12706115168630,12706115174539,12706115318227,12706115361628,12706116207178,12706117382173,12706117385614,12706117889770,12706118216184,12706121126519,12706121137506,12706121137772,12706121236754,12706121541582,12706121626439,12706122461433,12706122603592,12706122850556,12706123216930,12706123547179,12706123561669,12706123649891
4529044579483,12706115177402,12706122718780,12706123655663,12706123774920,12706123819490,12706124593820,12706125927677,12706125931199,12706126445500,12706126747725,12706129683193,12706129694512,12706129694777,12706129781777,12706131781061,12706132614719,12706133802405,12706134076678,12706134427434,12706134826720,12706135119347,12706135333745,12706135461166
4529077869383,12706123666251,12706130261107,12706135472746,12706135567480,12706135609922,12706136667884,12706138217672,12706138221162,12706138738685,12706139089871,12706142122095,12706142133388,12706142133700,12706142308387,12706142655912,12706143042959,12706143579601,12706143677688,12706143828680,12706144132523,12706144462095,12706144475147,12706144596490
4529111159483,12706135484455,12706142105350,12706144603046,12706144717351,12706144760893,12706145878240,12706147408020,12706147411683,12706147969492,12706148279089,12706151367354,12706151380075,12706151380354,12706151450859,12706151732282,12706152036310,12706152591980,12706152715539,12706152884334,12706153168406,12706153390455,12706153404799,12706153511658
4529144446483,12706144615826,12706151210747,12706153518127,12706153610560,12706153658505,12706154423173,12706155778575,12706155782124,12706156308875,12706156726838,12706159808011,12706159820754,12706159821081,12706159927718,12706160177815,12706160552991,12706161418409,12706161534981,12706161678851,12706161970180,12706162277096,12706162288701,12706162384116
4529177738383,12706153530218,12706160961626,12706162390673,12706162519007,12706162563779,12706163603590,12706164973289,12706164976850,12706165518074,12706165941967,12706169094574,12706169105821,12706169106106,12706169180182,12706169428157,12706169658643,12706170039490,12706170106395,12706170201682,12706170439911,12706170745698,12706170756831,12706170849246
4529211076183,12706162403139,12706168983166,12706170855770,12706171008911,12706171050922,12706171709511,12706172936335,12706172939415,12706173497192,12706173944841,12706177158082,12706177169202,12706177169536,12706177254423,12706177494901,12706177831099,12706178429191,12706178532399,12706178671741,12706178956750,12706179258804,12706179271167,12706179388225
4529244313683,12706170868732,12706177467425,12706179394397,12706179513279,12706179554929,12706180371050,12706181687546,12706181690712,12706182279709,12706182591628,12706185784724,12706185795721,12706185795997,12706185889951,12706186144432,12706186336656,12706186726735,12706186801438,12706186918535,12706187180200,12706187487321,12706187498964,12706187608033
4529277604183,12706179408048,12706185991980,12706187614680,12706187751980,12706187856193,12706188918783,12706190468181,12706190471347,12706190979023,12706191458007,12706196470700,12706196485775,12706196486230,12706196558618,12706198721588,12706199123037,12706199903001,12706200066344,12706200283208,12706200667874,12706200971517,12706201218703,12706201311562
4529310892183,12706187627193,12706195271981,12706201323260,12706201425195,12706201468772,12706202892998,12706204491304,12706204494631,12706204988274,12706205331949,12706208690458,12706208700931,12706208701230,12706208849633,12706209153546,12706209592816,12706211115912,12706211377732,12706211779870,12706212192805,12706212529535,12706212549557,12706212680804
4529344181083,12706201335024,12706208041735,12706212743782,12706212822331,12706212865444,12706213584870,12706214849559,12706214853216,12706215359443,12706215684896,12706218935725,12706218946508,12706218946767,12706219041006,12706219276673,12706219604659,12706220026346,12706220101828,12706220201773,12706220469784,12706220697095,12706220713242,12706220801002
4529377476183,12706212749107,12706219438487,12706220807127,12706220949135,12706220991406,12706221784719,12706223217388,12706223220276,12706223767492,12706224131923,12706227373049,12706227383041,12706227383355,12706227451202,12706227678379,12706228515581,12706230159074,12706230473389,12706230942021,12706231366017,12706231706683,12706231721803,12706231735929
4529410758983,12706220817142,12706228464135,12706231740826,12706231760177,12706231866386,12706232675745,12706233951432,12706233954493,12706234498620,12706234818141,12706238162776,12706238173034,12706238173339,12706238255159,12706238501564,12706239046868,12706240568160,12706240836731,12706241253414,12706241657767,12706242040662,12706242053007,12706242058936
4529444047783,12706231747841,12706238362885,12706242061088,12706242076784,12706242153283,12706242959399,12706244417359,12706244420735,12706245032742,12706245372387,12706248644895,12706248655557,12706248655851,12706248730122,12706248977400,12706249195516,12706249631242,12706249723943,12706249871721,12706250146134,12706250468024,12706250479136,12706250617066
4529477345083,12706242065111,12706248572366,12706250623749,12706250743383,12706250788612,12706251926982,12706253382280,12706253385851,12706253897740,12706254303534,12706257504160,12706257515530,12706257515830,12706257584455,12706257841365,12706258468825,12706259347142,12706259524112,12706259863637,12706260232484,12706260568830,12706260582630,12706260683756
4529510626583,12706250636712,12706257269151,12706260689955,12706260711937,12706260830208,12706262828581,12706264309485,12706264313195,12706264835317,12706265264063,12706268603336,12706268614495,12706268614782,12706268703101,12706271038418,12706271440139,12706272207028,12706272333985,12706272547108,12706272888048,12706273211669,12706273453985,12706273537825
4529543914883,12706260702989,12706267334906,12706273549671,12706273667969,12706273711446,12706274524923,12706275900678,12706275904005,12706276464091,12706276892354,12706280083234,12706280094828,12706280095125,12706280261254,12706280538092,12706281020515,12706281747154,12706281871309,12706282062182,12706282380069,12706282814860,12706282828422,12706282930272
4529577204283,12706273560767,12706280116103,12706282937048,12706282954765,12706283075433,12706283745002,12706285197772,12706285201298,12706285732811,12706286161977,12706289318446,12706289330006,12706289330295,12706289424379,12706289673338,12706290207075,12706291077234,12706291232716,12706291499569,12706291838596,12706292290148,12706292305604,12706292421433
4529610493683,12706282949652,12706289555079,12706292427823,12706292453451,12706292570207,12706294651729,12706296361558,12706296365310,12706296913273,12706297328487,12706300628739,12706300641203,12706300641480,12706300708713,12706300975435,12706301206045,12706301640208,12706301735887,12706301905172,12706302186574,12706302534350,12706302547802,12706302651208
4529643781883,12706292440023,12706299050544,12706302657973,12706302797381,12706302842167,12706303865429,12706305257151,12706305260650,12706305795597,12706306215458,12706309612254,12706309623169,12706309623514,12706309714132,12706309987183,12706310228280,12706310669489,12706310764437,12706310967766,12706311293233,12706311651550,12706311666843,12706311672917
4529677072483,12706302671074,12706309271661,12706311674968,12706311756055,12706311799495,12706313940636,12706315327049,12706315330864,12706315882225,12706316202970,12706319581821,12706319592881,12706319593175,12706319691396,12706319982573,12706320984285,12706322644810,12706322981014,12706323500061,12706323959815,12706324389227,12706324407761,12706324522105
4529710360783,12706311678325,12706318240953,12706324529459,12706324552257,12706324636981,12706325461878,12706326843143,12706326846778,12706327420349,12706327749571,12706331022327,12706331033579,12706331033879,12706331109439,12706331356841,12706331828445,12706333517121,12706333797554,12706334241074,12706334646988,12706335030605,12706335045642,12706335138268
4529743649983,12706324542508,12706331246188,12706335145076,12706335165524,12706335268308,12706336098300,12706337552428,12706337555940,12706338156705,12706338606148,12706341736724,12706341747511,12706341747824,12706341815647,12706344159073,12706344812076,12706345972475,12706346185553,12706346530418,12706347022323,12706347386545,12706347572074,12706347670349
4529776937883,12706335157719,12706341871843,12706347682123,12706347700219,12706347814866,12706348997135,12706350750665,12706350754063,12706351261508,12706351660174,12706354838524,12706354850238,12706354850510,12706354931532,12706355250165,12706355636149,12706356117370,12706356199167,12706356408022,12706356712969,12706357146508,12706357162410,12706357271273
4529810233083,12706347693129,12706354405068,12706357278257,12706357297357,12706357382350,12706358253873,12706359621280,12706359624966,12706360135261,12706360484768,12706363682769,12706363693511,12706363693778,12706363834080,12706364110280,12706364508137,12706365215895,12706365338610,12706365603993,12706366017091,12706366444142,12706366458569,12706366554665
4529843517383,12706357291527,12706363877171,12706366561202,12706366676950,12706366720638,12706367708528,12706369120458,12706369124018,12706369629139,12706369950710,12706373108815,12706373119902,12706373120204,12706373186988,12706373476736,12706374108160,12706374968684,12706375131044,12706375448374,12706375824827,12706376207937,12706376224466,12706376230421
4529876804683,12706366574251,12706373252837,12706376232239,12706376244632,12706376322783,12706376996382,12706378392092,12706378395028,12706378930494,12706379272425,12706382523838,12706382535797,12706382536144,12706382661403,12706382919202,12706383195816,12706383641175,12706383760201,12706383911519,12706384215640,12706384626581,12706384640998,12706384736299
4529910099883,12706376235858,12706382798868,12706384742635,12706384764400,12706384860802,12706385634279,12706387030286,12706387033232,12706387546314,12706387979285,12706391208236,12706391219720,12706391219997,12706391311699,12706391582143,12706391908270,12706392410988,12706392490639,12706392648813,12706392945234,12706393353001,12706393366794,12706393475415
4529943383783,12706384754826,12706391383156,12706393481845,12706393629508,12706393710254,12706394486691,12706395883807,12706395887348,12706396402672,12706396825235,12706400088676,12706400099323,12706400099643,12706400179938,12706400441561,12706400663397,12706401095850,12706401179472,12706401342103,12706401620622,12706401954631,12706401968452,12706401975542
4529976671883,12706393494497,12706400038058,12706401978003,12706402061771,12706402105761,12706403675690,12706405298050,12706405304718,12706405861668,12706406265898,12706409612389,12706409626788,12706409627261,12706409763096,12706412323215,12706412819074,12706413542174,12706413723214,12706413957226,12706414411361,12706414778950,12706414931283,12706415033386
4530009964983,12706402040925,12706408768069,12706415047004,12706415122261,12706415171227,12706417294556,12706418875316,12706418878598,12706419446929,12706419898288,12706423167974,12706423179932,12706423180421,12706423247120,12706423560491,12706424205645,12706425980772,12706426285628,12706426729996,12706427278174,12706427711063,12706427726415,12706427732587
4530043257983,12706415058895,12706421700091,12706427738031,12706427752690,12706427846516,12706429471437,12706430849608,12706430853798,12706431400855,12706431792582,12706435009200,12706435021152,12706435021415,12706435146977,12706435439291,12706435748402,12706436356102,12706436455810,12706436635979,12706436973521,12706437427262,12706437443401,12706437553082
4530076538783,12706427740692,12706434508823,12706437560545,12706437583555,12706437678042,12706438914450,12706440620633,12706440625107,12706441266646,12706441578773,12706444815410,12706444829108,12706444829393,12706444900248,12706445261808,12706445849112,12706446783995,12706446972582,12706447347386,12706447759307,12706448160829,12706448178112,12706448288924
4530109828583,12706437574210,12706444247147,12706448349617,12706448364147,12706448442979,12706449264058,12706450592826,12706450595885,12706451118755,12706451463565,12706454631491,12706454642714,12706454643026,12706454713992,12706454976472,12706455356438,12706455992655,12706456130845,12706456363397,12706456704913,12706457070443,12706457084923,12706457177574
4530143117783,12706448354819,12706455058135,12706457184315,12706457203639,12706457303101,12706458152131,12706459669526,12706459673076,12706460207693,12706460632577,12706463980532,12706463992694,12706463992987,12706464135995,12706464424110,12706465063250,12706466144131,12706466349341,12706466674970,12706467067724,12706467471337,12706467487540,12706467618179
4530176406283,12706457196212,12706463809966,12706467625952,12706467649287,12706467736120,12706469080000,12706470426152,12706470429583,12706470975248,12706471377680,12706474596353,12706474608372,12706474608699,12706474760599,12706475080036,12706475737461,12706476916511,12706477178951,12706477521319,12706477950822,12706478340132,12706478356999,12706478459944
4530209698083,12706467638430,12706474321490,12706478466378,12706478487466,12706478586313,12706479995337,12706481645330,12706481648667,12706482191994,12706482539640,12706485691025,12706485702231,12706485702522,12706485840756,12706488304197,12706488824566,12706490583782,12706490879108,12706491350685,12706491825783,12706492178566,12706492340009,12706492346142
4530242985983,12706478479633,12706485155867,12706492349354,12706492358115,12706492428828,12706493248949,12706494908676,12706494911384,12706495650943,12706496088707,12706499583714,12706499596846,12706499597173,12706499729209,12706500039144,12706500616619,12706502320204,12706502585890,12706503074918,12706503549907,12706504091285,12706504105434,12706504253124
4530276273283,12706492352555,12706498883042,12706504259604,12706504279992,12706504384247,12706505607909,12706506885269,12706506888129,12706507720406,12706508238322,12706511919720,12706511932319,12706511932988,12706512029317,12706512351819,12706513088821,12706514748336,12706515057518,12706515545296,12706516027356,12706516607813,12706516621167,12706516626768
4530309562883,12706504272148,12706511043606,12706516629521,12706516641334,12706516734503,12706517588282,12706518773123,12706518775343,12706519675245,12706520131130,12706523885540,12706523897711,12706523898171,12706523986605,12706524268022,12706525144850,12706526774219,12706527071186,12706527510490,12706527926897,12706528377639,12706528387685,12706528394633
4530342857583,12706516634253,12706523257857,12706528397055,12706528409564,12706528492639,12706529362015,12706530524052,12706530526783,12706531409590,12706531907114,12706535476701,12706535485318,12706535485632,12706535614469,12706535861331,12706536655478,12706538277795,12706538575309,12706538950387,12706539331647,12706539746555,12706539756548,12706539762505
4530376141183,12706528400492,12706535065986,12706539764594,12706539774820,12706539861651,12706540922456,12706542216067,12706542217789,12706543078482,12706543511862,12706547169120,12706547179189,12706547179747,12706547251896,12706547513972,12706548329505,12706549906526,12706550194948,12706550579791,12706550959025,12706551510983,12706551521186,12706551633111
4530409428883,12706539768198,12706546385350,12706551640629,12706551656960,12706551749953,12706552558477,12706553747191,12706553748952,12706554482107,12706554911114,12706558396682,12706558406747,12706558407053,12706558485768,12706558737875,12706559506323,12706561021372,12706561238742,12706561522659,12706561865000,12706562262410,12706562271771,12706562278746
4530442740583,12706551653102,12706558255706,12706562280768,12706562290412,12706562363728,12706563083205,12706564358900,12706564361087,12706565072669,12706565542469,12706569058405,12706569068863,12706569069140,12706569218454,12706571214760,12706572412070,12706574447967,12706574897514,12706575324994,12706575900893,12706576364440,12706576514821,12706576521074
4530476008683,12706562283914,12706568816540,12706576524713,12706576537052,12706576631695,12706577432158,12706578720962,12706578723478,12706579364680,12706579810756,12706583185310,12706583196046,12706583196369,12706583269474,12706583610332,12706584426797,12706586420042,12706586777491,12706587184479,12706587759263,12706588451763,12706588491352,12706588505697
4530509295783,12706576528472,12706583100803,12706588510609,12706588523934,12706588616000,12706589488295,12706590755740,12706590758972,12706591366705,12706591758279,12706595260909,12706595272717,12706595273020,12706595356273,12706595644019,12706596462654,12706598390100,12706598769538,12706599171287,12706599806217,12706600479718,12706600500919,12706600607094
4530542585883,12706588516666,12706595099685,12706600614134,12706600631722,12706600720520,12706602152068,12706603399144,12706603401648,12706603923705,12706604366101,12706607924314,12706607937701,12706607938024,12706608078460,12706608409725,12706609568449,12706611414190,12706611864840,12706612376139,12706612929894,12706613497652,12706613518249,12706613620224
4530575907683,12706600628084,12706607284141,12706613627863,12706613646980,12706613755550,12706615090743,12706616400979,12706616404516,12706616971044,12706617344492,12706620931490,12706620944581,12706620944851,12706621029466,12706621361043,12706622369268,12706624200040,12706624597099,12706625013697,12706625550326,12706626138798,12706626156100,12706626204589
4530609163383,12706613641206,12706620263683,12706626211580,12706626227822,12706626310898,12706627204446,12706628459568,12706628462475,12706629043574,12706629507621,12706633262717,12706633275878,12706633276190,12706633359328,12706633638868,12706634557941,12706636254516,12706636609338,12706637065130,12706637541343,12706638233080,12706638249511,12706638399265
4530642452683,12706626224740,12706632887273,12706638405493,12706638425633,12706638528516,12706639676277,12706641128992,12706641132058,12706641732611,12706642183842,12706646227282,12706646238545,12706646238879,12706646327094,12706646635877,12706647359568,12706648972643,12706649250389,12706649498273,12706649913939,12706650321037,12706650333140,12706650338813
4530675755183,12706638418715,12706645089165,12706650340963,12706650351339,12706650452041,12706651319594,12706652694779,12706652697868,12706653280531,12706653678240,12706657864929,12706657876626,12706657876940,12706657946617,12706659947399,12706660816871,12706662868308,12706663232830,12706663638722,12706664202245,12706664636214,12706664832910,12706665041023
4530709030183,12706650345058,12706657058177,12706665127890,12706665144123,12706665223413,12706666070952,12706667568783,12706667572426,12706668107224,12706668543577,12706672589351,12706672601912,12706672602233,12706672674795,12706673015951,12706673919464,12706675822226,12706676237463,12706676622858,12706677151126,12706677735977,12706677779644,12706682114344
4530742320183,12706665140051,12706682110386,12706682116129,12706682128569,12706682239298,12706683073208,12706684619059,12706684622417,12706685169316,12706685629407,12706689917972,12706689929621,12706689929931,12706690048953,12706690332484,12706691170915,12706693027449,12706693375632,12706693750157,12706694248416,12706694749734,12706694778489,12706694867937
4530775614083,12706682119585,12706689953209,12706694874621,12706694892592,12706694995352,12706695768200,12706697230549,12706697233946,12706697800335,12706698313329,12706702510057,12706702524032,12706702524565,12706702607434,12706702898661,12706703626835,12706705414077,12706705726586,12706706019783,12706706540061,12706707067432,12706707101271,12706707138311
4530808897083,12706694887390,12706701512440,12706707144676,12706707161873,12706707257429,12706708013929,12706709573679,12706709577085,12706710105663,12706710492305,12706714677678,12706714690738,12706714691048,12706714847705,12706715144557,12706715822509,12706717560034,12706717869744,12706718227189,12706718783182,12706719240543,12706719277733,12706719380626
4530842187883,12706707157783,12706713840389,12706719388185,12706719405631,12706719535146,12706720348996,12706721929551,12706721933241,12706722466559,12706722908610,12706727140077,12706727154011,12706727154314,12706727288418,12706727562834,12706728418791,12706730220610,12706730575353,12706730955983,12706731429803,12706731811879,12706731840085,12706731937321
4530875481883,12706719400352,12706726263204,12706731999445,12706732018217,12706732148811,12706733433203,12706735172280,12706735175752,12706735706838,12706736178673,12706740371497,12706740386689,12706740386978,12706740481040,12706740778587,12706741609124,12706743289294,12706743575728,12706743898877,12706744370506,12706744787580,12706744804758,12706744812434
4530908766983,12706732007158,12706738760382,12706744814540,12706744824550,12706744916499,12706745983384,12706747481554,12706747485002,12706747997097,12706748404859,12706752708341,12706752723633,12706752723911,12706752803076,12706755258010,12706756594583,12706759018908,12706759687890,12706760166009,12706761016030,12706761549247,12706761880734,12706762020834
4530942053883,12706744817414,12706751571008,12706762034662,12706762057885,12706762201936,12706763611516,12706765272056,12706765276163,12706765831390,12706766261451,12706770445127,12706770461375,12706770461672,12706770574503,12706770977821,12706772309488,12706774416448,12706774940773,12706775314573,12706776086119,12706776767414,12706776836361,12706776843695
